"country","face","unit","year","type","grade","exchange","value","cost","worth","source","comments"
"east caribbean states","dollar","20","NULL","note","0.37037037&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","mike walker","$7.41","$0.00","$7.41","government house montserrat & nutmeg granada"
"east germany","1","pfennig","1963","coin","NULL","0.007209189&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.00","$0.01","joyce calvin","hammer and divider"
"east germany","10","pfennig","1968","coin","NULL","0.007209189&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.07","$0.83","$0.83","ebay: mark camp","hammer and divider"
"east germany","5","deutschemark","1964","note","xf","0.7209189&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$3.60","$2.50","$3.60","charlottesville coin store","alexander von humboldt"
"east germany","deutschemark","5","1975","note","0.7209189&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","xf","$3.60","$1.00","$3.60","ebay: jane white","thomas muntzer"
"east germany","deutschemark","10","1971","note","0.7209189&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","xf","ebay: jane white","$7.21","$1.58","$7.21","friedrich engels"
"east pakistan","5","paisa","1966","coin","NULL","0.0001727&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","cong-duc pham"
"east pakistan","10","paisa","1969","coin","NULL","0.0001727&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","cong-duc pham"
"ecuador","5","centavo","1937","coin","NULL","0.0000003984&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: tom yancey"
"ecuador","1","sucre","1990","coin","NULL","0.00003984&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: randall leis"
"ecuador","sucre","5","1988","note","0.00003984&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","jean ohanessian","antonio jos de sucre"
"ecuador","sucre","100","1994","note","0.00003984&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","jean ohanessian","$0.00","$0.00","$0.00","simon bolvar"
"ecuador","sucre","100","1995","coin","0.00003984&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","eli daniel","antonio jos de sucre"
"ecuador","sucre","100","1997","coin","0.00003984&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","susan harris","antonio jos de sucre"
"ecuador","sucre","500","1995","coin","0.00003984&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","susan harris","$0.02","$0.00","$0.02","isidro ayora"
"ecuador","sucre","1000","1988","note","0.00003984&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.04","$0.22","$0.22","ebay: michael cartz","ruminahui"
"ecuador","sucre","1000","1996","coin","0.00003984&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.04","$0.00","$0.04","eli daniel","eugenio espejo"
"ecuador","sucre","5000","1995","note","0.00003984&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.20","$0.00","$0.20","arvind natrajan","juan montalvo"
"egypt","10","para","1277=1867","coin","NULL","0.000025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: jon peretti"
"egypt","5","millieme","1357=1938","coin","NULL","0.00025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: jon peretti","profile"
"egypt","millieme","5","1362=1943","coin","0.00025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","ebay: jon peretti","profile non-circular"
"egypt","millieme","10","1377=1958","coin","0.00025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.90","$0.90","ebay: jon peretti","sphinx"
"egypt","millieme","10","1386=1967","coin","0.00025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$1.00","$1.00","ebay: jon peretti","eagle"
"egypt","millieme","10","1393=1973","coin","0.00025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$1.00","$1.00","ebay: jon peretti","eagle yellow coin"
"egypt","millieme","10","1394=1974","coin","0.00025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","ebay: randall leis","eagle brown coin"
"egypt","1","piastre","1404=1984","coin","NULL","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","aruna viswadoss & ravichandran vancheeswaran","pyramids"
"egypt","piastre","2","1400=1980","coin","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.00","aruna viswadoss & ravichandran vancheeswaran","$0.01","right-facing eagle"
"egypt","piastre","5","1940","note","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.00","$0.01","jean ohanessian","female pharaoh"
"egypt","piastre","5","1940","note","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.00","$0.01","ebay: david steinberg","female pharaoh blue"
"egypt","piastre","5","1392=1972","coin","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$0.00","$0.01","aruna viswadoss & ravichandran vancheeswaran","right-facing eagle"
"egypt","piastre","5","1404=1984","coin","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.01","$1.00","$1.00","ebay: jon peretti","pyramids"
"egypt","piastre","5","1413=1992","coin","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","ebay: jon peretti","$0.01","$1.00","$1.00","vase"
"egypt","piastre","10","1387=1967","coin","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.03","$0.00","$0.03","glenn wasson","left-facing eagle"
"egypt","piastre","10","1392=1972","coin","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.03","$0.00","$0.03","aruna viswadoss & ravichandran vancheeswaran","right-facing eagle"
"egypt","piastre","10","1392=1972","coin","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","g","$0.03","$0.00","$0.03","barry shaul","right-facing eagle lighter coin"
"egypt","piastre","10","1413=1992","coin","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.03","$1.00","$1.00","ebay: jon peretti","monument"
"egypt","piastre","10","1940","note","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.03","$0.00","$0.03","sreenivas laxmanan","soldier farmer worker women"
"egypt","piastre","10","1940","note","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.03","$0.00","$0.03","ebay: david steinberg","sphinx"
"egypt","piastre","10","1940","note","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.03","$0.00","$0.03","aruna viswadoss & ravichandran vancheeswaran","sphinx"
"egypt","piastre","20","1404=1984","coin","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","aruna viswadoss & ravichandran vancheeswaran","$0.05","$0.00","$0.05","monument"
"egypt","piastre","20","1413=1992","coin","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.05","$1.00","$1.00","ebay: jon peretti","minarets"
"egypt","piastre","25","1413=1993","coin","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","ebay: jon peretti","$0.06","$1.00","$1.00","hole"
"egypt","piastre","25","NULL","note","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.06","$0.00","$0.06","aruna viswadoss & ravichandran vancheeswaran","minarets"
"egypt","piastre","50","NULL","note","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.13","$0.22","$0.22","ebay: michael cartz"
"egypt","piastre","50","NULL","note","0.0025717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.13","$0.00","$0.13","glenn wasson"
"egypt","1","pound","NULL","note","NULL","0.25717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","glenn wasson","$0.26","$0.00","$0.26"
"egypt","pound","5","NULL","note","0.25717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","glenn wasson","$1.29","$0.00","$1.29"
"egypt","pound","10","NULL","note","0.25717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","glenn wasson","$2.57","$0.00","$2.57"
"egypt","pound","10","NULL","note","0.25717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","$2.57","$0.00","$2.57","barry shaul"
"egypt","pound","20","NULL","note","0.25717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","$5.14","$0.00","$5.14","glenn wasson"
"egypt","pound","50","NULL","note","0.25717&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","g","$12.86","$12.86","$12.86","aruna viswadoss & ravichandran vancheeswaran","pillars"
"el salvador","5","centavo","1998","coin","NULL","0.001149&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.00","$0.01","ebay: randall leis"
"el salvador","10","colon","1997","note","NULL","0.1149&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$1.15","$0.50","$1.15","charlottesville coin store","cristobal colon"
"england","1","farthing","1919","coin","NULL","0.003695125&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$2.00","$2.00","fashion square mall","george v"
"england","1","farthing","1951","coin","NULL","0.003695125&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: randall leis","george vi"
"england","1","farthing","1944","coin","NULL","0.003695125&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: tom yancey","george vi wren"
"england","0.5","penny","NULL","coin","NULL","0.00739025&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","ebay: tom yancey","$0.00","$0.00","$0.00","victoria"
"england","penny","0.5","1917","coin","0.00739025&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","ebay: tom yancey","$0.00","$0.00","$0.00","george v"
"england","penny","0.5","1942","coin","0.00739025&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","ebay: tom yancey","$0.00","$0.00","$0.00","george vi"
"england","penny","0.5","1966","coin","0.00739025&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","ebay: tom yancey","$0.00","$0.00","$0.00","young elizabeth ii"
"england","penny","0.5","1971","coin","0.00739025&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","ebay: tom yancey","$0.00","$0.00","$0.00","young elizabeth ii"
"england","penny","1","1877","coin","NULL","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","ebay: tom yancey","$0.01","$0.00","$0.01","victoria"
"england","penny","1","1900","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","ebay: tom yancey","$0.01","$0.00","$0.01","old victoria"
"england","penny","1","1908","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.01","$0.79","$0.79","charlottesville coin store","edward vii"
"england","penny","1","1921","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","charlottesville coin store","$0.01","$0.49","$0.49","george v"
"england","penny","1","1945","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.01","$0.00","$0.01","ebay: tom yancey","george vi"
"england","penny","1","1965","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","ebay: tom yancey","$0.01","$0.00","$0.01","young elizabeth ii"
"england","penny","1","1971","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","ebay: tom yancey","$0.01","$0.00","$0.01","young elizabeth ii"
"england","penny","1","1980","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.01","$0.00","$0.01","NULL","young elizabeth ii"
"england","penny","1","1990","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","NULL","$0.01","$0.00","$0.01","young elizabeth ii bailiwick of jersey"
"england","penny","1","1993","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","NULL","$0.01","$0.00","$0.01","elizabeth ii"
"england","penny","1","1998","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.01","$0.00","$0.01","ebay: randall leis","old elizabeth ii"
"england","penny","1","2011","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","vf","$0.01","$0.02","$0.02","travel to uk","old elizabeth ii harp"
"england","penny","2","1978","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.03","$0.00","$0.03","ebay: tom yancey","young elizabeth ii"
"england","penny","2","1994","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.03","$0.00","$0.03","NULL","elizabeth ii"
"england","penny","2","2000","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.03","$0.03","$0.03","glenn klausner","old elizabeth ii"
"england","penny","3","1921","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.04","$0.00","$0.04","ebay: randall leis","george v"
"england","penny","3","1932","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.04","$0.50","$0.50","charlottesville coin store"
"england","penny","3","1941","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.04","$0.00","$0.04","ebay: tom yancey","george vi"
"england","penny","3","1960","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.04","$0.00","$0.04","NULL","young elizabeth ii"
"england","penny","5","NULL","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$0.07","$0.00","$0.07","ebay: david steinberg","issued to british armed forces"
"england","penny","5","1969","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.07","$0.00","$0.07","NULL","young elizabeth ii"
"england","penny","5","1992","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","NULL","$0.07","$0.00","$0.07","elizabeth ii"
"england","penny","5","1999","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.07","$0.00","$0.07","shanta natrajan","old elizabeth ii"
"england","penny","5","2010","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","vf","$0.07","$0.10","$0.10","travel to uk","old elizabeth ii lion"
"england","penny","6","1967","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.09","$3.27","$3.27","james h. cohen & sons inc.","young elizabeth ii"
"england","10","NULL","1808","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","james h. cohen & sons inc.","$0.15","$15.81","$15.81","east india company"
"england","10","penny","NULL","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$0.15","$0.00","$0.15","ebay: david steinberg","issued to british armed forces"
"england","penny","10","1968","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.15","$0.00","$0.15","NULL","young elizabeth ii"
"england","penny","10","1990","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","NULL","$0.15","$0.00","$0.15","elizabeth ii"
"england","penny","10","1992","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","coin","NULL","$0.15","$0.00","$0.15","glenn wasson","bailiwick of jersey"
"england","1","shilling","1948","coin","NULL","0.177366&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.18","$0.00","$0.18","ebay: randall leis","george vi"
"england","shilling","1","1953","coin","0.177366&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.18","$1.00","$1.00","charlottesville coin store","scotland"
"england","shilling","1","1963","coin","0.177366&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.18","$0.00","$0.18","ebay: tom yancey","young elizabeth ii"
"england","shilling","2","1948","coin","0.177366&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.35","$0.45","$0.45","charlottesville coin store","george vi"
"england","shilling","2","1966","coin","0.177366&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.35","$0.00","$0.35","ebay: randall leis","young elizabeth ii"
"england","shilling","10","NULL","note","0.177366&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$1.77","$3.00","$3.00","charlottesville coin store","victory"
"england","20","penny","1983","coin","NULL","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.30","$0.00","$0.30","karine & anh nguyen-tuong","young elizabeth ii"
"england","penny","20","1987","coin","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.30","$0.00","$0.30","NULL","elizabeth ii"
"england","penny","20","2002","coin","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.30","$0.00","$0.30","glenn klausner","old elizabeth ii"
"england","penny","20","2011","coin","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","$0.30","$0.40","$0.40","travel to uk","old elizabeth ii lion"
"england","penny","50","NULL","note","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.74","$0.00","$0.74","ebay: david steinberg","issued to british armed forces"
"england","penny","50","1973","coin","0.0147805&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.74","$0.00","$0.74","glenn klausner","young elizabeth ii hands"
