"country","city","airport","3lett","4lett"
"denmark","odense","odense airport","ode","ekod"
"denmark","ronne","ronne bornholm airport","rnn","ekrn"
"denmark","soenderborg","soenderborg airport","sgd","eksb"
"denmark","stauning","stauning airport","sta","ekvj"
"denmark","thisted","thisted airport","ted","ekts"
"djibouti","djibouti","djibouti ambouli","jib","hfff"
"dominica","marigot","melville hall airport","dom","tdpd"
"dominica","roseau","canefield airport","dcf","tdcf"
"dominican republic","barahona","maria montez intl airport","brx","mdbh"
"dominican republic","constanza","constanza airport","coz","mdcz"
"dominican republic","la romana","la romana intl airport","lrm","mdlr"
"dominican republic","pedernales","cabo rojo airport","cbj","mdcr"
"dominican republic","puerto plata","gregorio luperon intl airport","pop","mdpp"
"dominican republic","punta cana","punta cana intl airport","puj","mdpc"
"dominican republic","punta caucedo","las americas-jfpg intl airport","sdq","mdsd"
"dominican republic","sabana de la mar","sabana de la mar airport","snx","mdsb"
"dominican republic","samana","el portillo airport","eps","mdpo"
"dominican republic","san juan de la maguana","san juan de la maguana airport","sjm","mdsj"
"dominican republic","santiago","cibao intl airport","sti","mdst"
"dominican republic","santo domingo","herrera intl airport","hex","mdhe"
"dominican republic","santo domingo","la isabela intl airport","sli","mdli"
"east timor (timor-leste)","dili","comoro (komoro) airport","dil","wpdl"
"east timor (timor-leste)","maliana","maliana airport","mpt","wpmn"
"ecuador","ambato","chachoan","atf","seam"
"ecuador","baltra (galapagos)","seymour airport","gps","segs"
"ecuador","baltra i galapagos is","seymour","gps","segs"
"ecuador","coca","francisco de orellana","occ","seco"
"ecuador","cuenca","mariscal lamar","cue","secu"
"ecuador","guayaquil","simon bolivar intl","gye","segu"
"ecuador","macara","j m velasco ibarra","mrr","sema"
"ecuador","macas","macas","xms","semc"
"ecuador","machala","general serrano","mch","semh"
"ecuador","manta","eloy alfaro intl","mec","semt"
"ecuador","nueva loja","lago agrio","lgq","sela"
"ecuador","portoviejo","reales tamarindos","pvo","sepv"
"ecuador","quito","mariscal sucre intl","uio","sequ"
"ecuador","salinas","gen ulpiano paez","snc","sesa"
"ecuador","san cristobal","san cristobal","scy","sest"
"ecuador","san vicente","los perales","bha","sesv"
"ecuador","shell mera","rio amazonas","ptz","sesm"
"ecuador","sucua","sucua","suq","sesc"
"ecuador","tachina","general rivadeneira","esm","setn"
"ecuador","taisha","taisha","tsc","seth"
"ecuador","tarapoa","tarapoa","tpc","setr"
"ecuador","tiputini","tiputini","tpn","seti"
"ecuador","tulcan","el rosal-tcrnel mantilla","tua","setu"
"egypt","abu simbel","abu simbel airport","abs","hebl"
"egypt","alexandria","alexandria intl airport","aly","heax"
"egypt","alexandria","borg el arab intl airport","hbe","heba"
"egypt","aswan","aswan intl airport","asw","hesn"
"egypt","asyut","asyut intl airport","atz","heat"
"egypt","cairo","cairo intl airport","cai","heca"
"egypt","dakhla","dakhla airport","dak","hedk"
"egypt","el arish","el arish intl airport","aac","hear"
"egypt","el kharga","el kharga airport","uvl","hekg"
"egypt","el tor","el tor airport","elt","hetr"
"egypt","hurghada","hurghada intl airport","hrg","hegn"
"egypt","luxor","luxor intl airport","lxr","helx"
"egypt","marsa alam","marsa alam intl airport","rmf","hema"
"egypt","mersa matruh","mersa matruh airport","muh","hemm"
"egypt","port said","port said airport","psd","heps"
"egypt","shark el oweinat","shark el oweinat intl airport","gsq","heow"
"egypt","sharm el sheikh","sharm el sheikh intl airport","ssh","hesh"
"egypt","st catherine","st catherine intl airport","skv","hesc"
"egypt","taba","taba intl airport","tcp","hetb"
"equatorial guinea","bata","bata airport","bsg","fgbt"
"equatorial guinea","malabo","malabo airport","ssg","fgsl"
"estonia","kardla","kardla airport","kdl","eeka"
"estonia","kuressaare","kuressaare airport","ure","eeke"
"estonia","parnu","parnu airport","epu","eepu"
"estonia","tallinn","tallinn airport","tll","eetn"
"estonia","tartu","tartu airport","tay","eetu"
"ethiopia","addis abeba","addis abeba bole intl airport","add","haab"
"ethiopia","arba minch","arba minch","amh","haam"
"ethiopia","asosa","asosa","aso","haso"
"ethiopia","awasa","awasa","awa","hala"
"ethiopia","axum","axum","axu","haax"
"ethiopia","baco","baco","bco","habc"
"ethiopia","bahir dar","bahir dar","bjr","habd"
"ethiopia","beica","beica","bei","habe"
"ethiopia","debre marcos","debre marcos","dbm","hadm"
"ethiopia","debre tabor","debre tabor","dbt","hadt"
"ethiopia","dembi dollo","dembi dollo","dem","hadd"
"ethiopia","dessie","combolcha","dse","hadc"
"ethiopia","dire dawa","a.t.d. yilma intl","dir","hadr"
"ethiopia","fincha","fincha","fnh","hafn"
"ethiopia","gambella","gambella","gmb","hagm"
"ethiopia","ghinnir","ghinnir","gnn","hagh"
"ethiopia","goba","robe","gob","hagb"
"ethiopia","gonder","azezo","gdq","hagn"
"ethiopia","gore","gore","gor","hagr"
"ethiopia","humera","humera","hue","hahu"
"ethiopia","jimma","aba segud","jim","hajm"
"ethiopia","kebri dehar","kebri dehar","abk","hakd"
"ethiopia","lalibella","lalibella","lli","hall"
"ethiopia","masslo","masslo","mzx","haml"
"ethiopia","mekane salam","mekane salam","mks","hama"
"ethiopia","mekele","alula aba nega","mqx","hamk"
"ethiopia","mendi","mendi","ndm","hamn"
"ethiopia","metema","metema","ete","hamm"
"ethiopia","mizan teferi","mizan teferi","mtf","hamt"
"ethiopia","nejjo","nejjo","nej","hanj"
"ethiopia","nekemte","nekemte","nek","hank"
"ethiopia","shakiso","shakiso","skr","hask"
"ethiopia","soddo","soddo","sxu","hasd"
"ethiopia","tippi","tippi","tie","hatp"
"ethiopia","wacca","wacca","wac","hawc"
"falkland islands (uk)","mount pleasant","mount pleasant airport","mpn","egyp"
"faroe islands (denmark)","faroe","vagar airprot","fae","ekvg"
"fiji","labasa","labasa","lbs","nfnl"
"fiji","nadi","nadi intl","nan","nffn"
"fiji","nausori","nausori intl","suv","nfna"
"fiji","rotuma","rotuma","rta","nfnr"
"finland","enontekio","enontekio airport","enf","efet"
"finland","helsinki","helsinki-malmi airport","hem","efhf"
"finland","helsinki - vantaa","helsinki-vantaa airport","hel","efhk"
"finland","hyvinkaa","hyvinkaa airport","hyv","efhv"
"finland","ivalo","ivalo airport","ivl","efiv"
"finland","joensuu","joensuu airport","joe","efjo"
"finland","jyvaskylan","jyvaskyla airport","jyv","efjy"
"finland","kajaani","kajaani airport","kaj","efki"
"finland","kauhajoki","kauhajoki airport","khj","efkj"
"finland","kauhava","kauhava airport","kau","efka"
"finland","kemi","kemi-tornio airport","kem","efke"
"finland","kitee","kitee airport","ktq","efit"
"finland","kittila","kittila airport","ktt","efkt"
"finland","kokkola","kruunupyy airport","kok","efkk"
"finland","kuopio (toivala)","kuopio airport","kuo","efku"
"finland","kuusamo","kuusamo airport","kao","efks"
"finland","lappeenranta","lappeenranta airport","lpp","eflp"
"finland","mariehamn","mariehamn airport","mhq","efma"
"finland","mikkeli","mikkeli airport","mik","efmi"
"finland","oulunsalo","oulu airport","oul","efou"
"finland","pori","pori airport","por","efpo"
"finland","rovaniemen","rovaniemi airport","rvn","efro"
"finland","savonlinna","savonlinna airport","svl","efsa"
"finland","sein","seinajoki airport","sjy","efil"
"finland","sodankyl","sodankyla airport","sot","efso"
"finland","tampere","tampere-pirkkala airport","tmp","eftp"
"finland","turku","turku airport","tku","eftu"
"finland","vaasa","vaasa airport","vaa","efva"
"finland","varkaus","varkaus airport","vrk","efvr"
"finland","ylivieska","ylivieska airport","yli","efyl"
"france","abbeville","abbeville - buigny - saint mac","xab","lfoi"
"france","agen","agen - la garenne airport","agf","lfba"
"france","ajaccio","campo dell oro airport","aja","lfkj"
"france","albi","albi - le sequestre airport","lbi","lfci"
"france","angers","angers loire aeroport airport","ane","lfjr"
"france","angouleme","angouleme - brie champniers ai","ang","lfbu"
"france","annecy","annecy - haute savoie airport","ncy","lflp"
"france","arras","arras - roclincourt airport","qrv","lfqd"
"france","aubenas","aubenas ardeche meridionale ai","obs","lfho"
"france","auch","auch - lamothe airport","auc","lfdh"
"france","aurillac","aurillac airport","aur","lflw"
"france","autun","autun - bellevue airport","xxg","lfqf"
"france","auxerre","auxerre - branches airport","auf","lfla"
"france","avignon","avignon airport","avn","lfmv"
"france","basel-mulhouse","euroairport basel-mulhouse","mlh","lfsb"
"france","bastia","bastia-poretta airport","bia","lfkb"
"france","beauvais","beauvais - tille airport","bva","lfob"
"france","bergerac","bergerac - roumaniere airport","egc","lfbe"
"france","besacon","besancon - la veze airport","qbq","lfqm"
"france","beziers","beziers - vias airport","bzr","lfmu"
"france","biarritz","biarritz-anglet-bayonne airpor","biq","lfbz"
"france","blois (villefrancoeur)","blois - le breuil airport","xbq","lfoq"
"france","bordeaux","bordeaux airport airport","bod","lfbd"
"france","bourges","bourges airport","bou","lfld"
"france","brest (guipavas)","brest bretagne airport","bes","lfrb"
"france","brive-la-gaillarde","brive - la roche airport","bve","lfbv"
"france","caen","caen - carpiquet airport","cfr","lfrk"
"france","cahors","cahors - lalbenque airport","zao","lfcc"
"france","calais","calais - dunkerque airport","cqf","lfac"
"france","calvi","calvi - sainte-catherine airpo","cly","lfkc"
"france","cannes","cannes - mandelieu airport","ceq","lfmd"
"france","carcassonne","carcassonne en pays cathare ai","ccf","lfmk"
"france","castres-mazamet","castres-mazamet airport","dcm","lfck"
"france","chambery","chambery-savoie airport","cmf","lflb"
"france","chateauroux","chateauroux-deols-marcel dassa","chr","lflx"
"france","cherbourg","cherbourg - maupertus airport","cer","lfrc"
"france","cholet","cholet lepontreau airport","cet","lfou"
"france","clermont-ferrand","clermont-ferrand - auvergne ai","cfe","lflc"
"france","cognac","cognac - chateaubernard airpor","cng","lfbg"
"france","colmar","colmar - houssen airport","cmr","lfga"
"france","courchevel","courchevel airport","cvf","lflj"
"france","creil","creil airport","csf","lfpc"
"france","deauville","deauville - saint-gatien airpo","dol","lfrg"
"france","dieppe","dieppe - saint-aubin airport","dpe","lfab"
"france","dijon","dijon-bourgogne airport","dij","lfsd"
"france","dinard","dinard - pleurtuit-saint malo","dnr","lfrd"
"france","dole","dole - tavaux airport","dle","lfgj"
"france","epinal","epinal - mirecourt airport","epl","lfsg"
"france","evreux","evreux - fauville airport","evx","lfoe"
"france","figari","figari - sud corse airport","fsc","lfkf"
"france","gap","tallard airport","gat","lfna"
"france","granville","granville - mont saint michel","gfr","lfrf"
"france","grenoble","grenoble - isere airport","gnb","lfls"
"france","ile d'yeu","d'yeu - grand phare airport","idy","lfey"
"france","la roche sur yon","la roche sur yon - rene couzin","edm","lfri"
"france","la rochelle","la rochelle - ile de re airpor","lrh","lfbh"
"france","labaule-escoublac","labaule-escoublac airport","lby","lfre"
"france","lannion","lannion - cote de granit airpo","lai","lfro"
"france","laval","laval - entrammes airport","lva","lfov"
"france","le castellet","le castellet airport","ctt","lfmq"
"france","le havre","le havre - octeville airport","leh","lfoh"
"france","le mans","le mans-arnage airport","lme","lfrm"
"france","le puy","le puy-en-velay - loudes airpo","lpy","lfhp"
"france","le touquet","le touquet - cote d'opale airp","ltq","lfat"
"france","lille","lille-lesquin airport","lil","lfqq"
"france","limoges","limoges airport","lig","lfbl"
"france","lorient","lorient-bretagne sud airport","lrt","lfrh"
"france","lyon","lyon - bron airport","lyn","lfly"
"france","lyon","lyon saint exupery airport","lys","lfll"
"france","marseille (marignane)","marseille - provence airport","mrs","lfml"
"france","megeve","megeve airport","mvv","lfhm"
"france","mende","mende-brenoux airport","men","lfnb"
"france","meribel","meribel airport","mfx","lfkx"
"france","merville","merville - calonne airport","hzb","lfqt"
"france","metz","metz - frescaty airport","mzm","lfsf"
"france","metz (goin)","metz-nancy-lorraine airport","etz","lfjl"
"france","montlucon-gueret","montlucon-gueret airport","mcu","lfbk"
"france","montpellier","montpellier-mediterranee airpo","mpl","lfmt"
"france","morlaix","morlaix - ploujean airport","mxn","lfru"
"france","nancy","nancy - essey airport","enc","lfsn"
"france","nantes","nantes atlantique airport","nte","lfrs"
"france","nevers","nevers - fourchambault airport","nvs","lfqg"
"france","nice","nice - cote d'azur airport","nce","lfmn"
"france","niort","souche airport","nit","lfbn"
"france","orleans","orleans - bricy airport","ore","lfoj"
"france","paris","paris - le bourget airport","lbg","lfpb"
"france","paris","paris - orly airport","ory","lfpo"
"france","paris","paris - roissy charles de gaul","cdg","lfpg"
"france","pau","pau - pyrenees airport","puf","lfbp"
"france","perigueux","perigueux - bassillac airport","pgx","lfbx"
"france","perpignan","perpignan - rivesaltes airport","pgf","lfmp"
"france","poitiers","poitiers-biard airport","pis","lfbi"
"france","pontoise","pontoise - cormeilles airport","pox","lfpt"
"france","propriano","tavaria airport","prp","lfko"
"france","quimper","quimper - cornouaille airport","uip","lfrq"
"france","reims","reims - champagne airport","rhe","lfsr"
"france","rennes","rennes - saint-jacques airport","rns","lfrn"
"france","roanne","roanne - renaison airport","rne","lflo"
"france","rochefort","rochefort - st agnant airport","rco","lfdn"
"france","rodez","rodez - marcillac airport","rdz","lfcr"
"france","rouen","rouen - vallee de seine airpor","uro","lfop"
"france","royan","royan - medis airport","ryn","lfcy"
"france","solenzara","solenzara - ventiseri airport","soz","lfks"
"france","st brieuc","saint-brieuc - armor airport","sbk","lfrt"
"france","st etienne","saint-etienne - boutheon airpo","ebu","lfmh"
"france","st nazaire","saint-nazaire - montoir airpor","snr","lfrz"
"france","strasbourg","strasbourg airport","sxb","lfst"
"france","tarbes","tarbes-lourdes-pyrenees airpor","lde","lfbt"
"france","toulouse","toulouse - blagnac airport","tls","lfbo"
"france","tours","tours - val-de-loire airport","tuf","lfot"
"france","toussus-le-noble","toussus &#8211; le noble airport","tnf","lfpn"
"france","valence","valence - chabeuil airport","vaf","lflu"
"france","vannes","vannes - meucon airport","vne","lfrv"
"france","vichy","vichy - charmeil airport","vhy","lflv"
"france","vittel","vittel - auzainvilliers airpor","vtl","lfxc"
"france","vittel","vittel - champ de courses airp","vtl","lfsz"
"french guiana","cayenne","cayenne - rochambeau","cay","soca"
"french polynesia","bora bora","bora bora airport","bob","nttb"
