"inverted common name","scientific name","where listed","lead region","listing status"
"fox simien","canis simensis","entire","foreign","e"
"fox swift","vulpes velox","u.s. pop.","6","not listed"
"foxtail cactus alverson's","coryphantha vivipara alversonii","NULL","1","not listed"
"foxtail cactus rose-flowered","coryphantha vivipara rosea","NULL","1","not listed"
"francolin djibouti","francolinus ochropectus","entire","foreign","e"
"frankenia johnston's","frankenia johnstonii","NULL","2","e"
"franklin tree","franklinia alatamaha","NULL","4","not listed"
"freira","pterodroma madeira","entire","foreign","e"
"frigatebird andrew's","fregata andrewsi","entire","foreign","e"
"fringepod santa cruz island","thysanocarpus conchuliferus","NULL","8","e"
"fringe-tree pygmy","chionanthus pygmaeus","NULL","4","e"
"fritillary atossa","speyeria adiaste atossa","entire","1","not listed"
"fritillary butte","fritillaria eastwoodiae","NULL","1","not listed"
"fritillary diana","speyeria diana","entire","4","not listed"
"fritillary fragrant","fritillaria liliacea","NULL","1","not listed"
"fritillary gentner's","fritillaria gentneri","NULL","1","e"
"fritillary greenhorn","fritillaria brandegei","NULL","1","not listed"
"fritillary regal","speyeria idalia","entire","5","not listed"
"fritillary roderick's","fritillaria grayana","NULL","1","not listed"
"fritillary san benito","fritillaria viridea","NULL","1","not listed"
"fritillary talus","fritillaria falcata","NULL","1","not listed"
"fritillary unsilvered","speyeria adiaste","entire","8","not listed"
"frog california red-legged","rana draytonii","entire","8","t"
"frog carolina crawfish","rana areolata capito","entire","4","not listed"
"frog cascades","rana cascadae","entire","1","not listed"
"frog chiricahua leopard","rana chiricahuensis","entire","2","t"
"frog columbia spotted","rana luteiventris","great basin dps","8","c"
"frog columbia spotted","rana luteiventris","main pop.","6","not listed"
"frog duckwater","rana sp.","entire","1","not listed"
"frog dusky crawfish","rana areolata sevosa","entire","4","not listed"
"frog florida bog","rana okaloosae","entire","4","not listed"
"frog florida crawfish","rana areolata aesopus","entire","4","not listed"
"frog foothill yellow-legged","rana boylii","entire","1","not listed"
"frog goliath","conraua goliath","entire","foreign","t"
"frog illinois strecker's chorus","pseudacris streckeri illinoensis","entire","3","not listed"
"frog israel painted","discoglossus nigriventer","entire","foreign","e"
"frog lowland leopard (=san felipe leopard)","rana yavapaiensis","entire","2","not listed"
"frog mississippi gopher","rana capito sevosa","wherever found west of mobile and tombigbee rivers in al ms and la","4","e"
"frog mountain yellow-legged","rana muscosa","u.s.a. all mountain yellow-legged frogs that occur north of the tehachapi mountains in the sierra nevada","8","c"
"frog mountain yellow-legged","rana muscosa","u.s.a. southern california dps","8","e"
"frog northern leopard","rana pipiens","entire","6","not listed"
"frog northern leopard","rana pipiens","western united states","2","not listed"
"frog northern red-legged","rana aurora aurora","entire","1","not listed"
"frog oregon spotted","rana pretiosa","entire","1","c"
"frog panamanian golden","atelopus varius zeteki","entire","foreign","e"
"frog ramos bromeliad","eleutherodactylus ramosi","entire","4","not listed"
"frog ramsey canyon leopard","rana subaquavocalis","entire","2","not listed"
"frog relict leopard","lithobates onca","entire","8","c"
"frog stephen island","leiopelma hamiltoni","entire","foreign","e"
"frog tailed","ascaphus truei","entire","1","not listed"
"frog tarahumara","rana tarahumarae","entire","2","not listed"
"frog vegas valley leopard","rana fisheri","entire","2","not listed"
"frtillary ojai","fritillaria ojaiensis","NULL","1","not listed"
"fruit-dove many-colored","ptilinopus perousii perousii","entire","1","not listed"
"fryxell wort small","fryxellia pygmaea","NULL","2","not listed"
"gall fly po'olanui","phaeogramma sp.","entire","1","not listed"
"gall moth busck's","carolella busckana","entire","1","not listed"
"gama grass [unnamed]","tripsacum floridanum","NULL","4","not listed"
"gambusia amistad","gambusia amistadensis","entire","2","d3a"
"gambusia big bend","gambusia gaigei","entire","2","e"
"gambusia blotched","gambusia senilis","entire","2","not listed"
"gambusia clear creek","gambusia heterochir","entire","2","e"
"gambusia pecos","gambusia nobilis","entire","2","e"
"gambusia san felipe","gambusia clarkhubbsi","entire","2","not listed"
"gambusia san marcos","gambusia georgei","entire","2","e"
"gardenia (=na`u) hawaiian","gardenia brighamii","NULL","1","e"
"gartersnake northern mexican","thamnophis eques megalops","entire","2","c"
"gavial","gavialis gangeticus","entire","foreign","e"
"gay-feather slender","liatris tenuis","NULL","2","not listed"
"gay-mallow purple","batesimalva violacea","NULL","2","not listed"
"gazelle arabian","gazella gazella","entire","foreign","e"
"gazelle clark's","ammodorcas clarkei","entire","foreign","e"
"gazelle dama","gazella dama","entire","foreign","e"
"gazelle mhorr","gazella dama mhorr","entire","foreign","e"
"gazelle moroccan","gazella dorcas massaesyla","entire","foreign","e"
"gazelle mountain (=cuvier's)","gazella cuvieri","entire","foreign","e"
"gazelle pelzeln's","gazella dorcas pelzelni","entire","foreign","e"
"gazelle rio de oro dama","gazella dama lozanoi","entire","foreign","e"
"gazelle sand","gazella subgutturosa marica","entire","foreign","e"
"gazelle saudi arabian","gazella dorcas saudiya","entire","foreign","e"
"gazelle slender-horned","gazella leptoceros","entire","foreign","e"
"gecko barefoot","coleonyx switaki","entire","1","not listed"
"gecko day","phelsuma edwardnewtoni","entire","foreign","e"
"gecko monito","sphaerodactylus micropithecus","entire","4","e"
"gecko reticulated","coleonyx reticulatus","entire","2","not listed"
"gecko round island day","phelsuma guentheri","entire","foreign","e"
"gecko san diego banded","coleonyx variegatus abbotti","entire","1","not listed"
"gecko serpent island","cyrtodactylus serpensinsula","entire","foreign","t"
"gentian klamath","gentiana plurisetosa","NULL","1","not listed"
"gentian mendocino","gentiana setigera","NULL","1","not listed"
"gentian moss","gentiana fremontii","NULL","1","not listed"
"gentian pine barren","gentiana autumnalis","NULL","5","not listed"
"gentian [unnamed]","gentiana deloachii","NULL","4","not listed"
"gentian wiregrass","gentiana pennelliana","NULL","4","not listed"
"geometrid moth fraser fir","semiothisa fraserata","entire","4","not listed"
"geranium hawaiian red-flowered","geranium arboreum","NULL","1","e"
"geranium native","geranium cuneatum hololeucum","NULL","1","not listed"
"geranium [unnamed]","geranium marginale","NULL","6","not listed"
"geranium [unnamed]","geranium toquimense","NULL","1","not listed"
"gerardia sandplain","agalinis acuta","NULL","5","e"
"ghost moth [unnamed]","hepialus sciophanes","entire","4","not listed"
"gibbons","hylobates spp. (including nomascus)","entire","foreign","e"
"gila monster banded","heloderma suspectum cinctum","entire","1","not listed"
"gilia beautiful","aliciella formosa","NULL","2","not listed"
"gilia hoffmann's slender-flowered","gilia tenuiflora ssp. hoffmannii","NULL","8","e"
"gilia little san bernardino mountains","gilia maculata","NULL","1","not listed"
"gilia little san bernardino mountains","linanthus maculates","NULL","1","not listed"
"gilia monterey","gilia tenuiflora ssp. arenaria","NULL","8","e"
"ginseng american","panax quinquefolius","NULL","3","not listed"
"glade cress alabama","leavenworthia alabamica ssp. alabamica","NULL","4","not listed"
"glade cress golden","leavenworthia aurea","NULL","2","not listed"
"glade cress kentucky","leavenworthia exigua laciniata","NULL","4","c"
"gladecress necklace","leavenworthia torulosa","NULL","4","not listed"
"gladecress texas golden","leavenworthia texana","NULL","2","c"
"glade cress [unnamed]","leavenworthia alabamica brachystyla","NULL","4","not listed"
"glade cress [unnamed]","leavenworthia crassa elongata","NULL","4","not listed"
"glade cress [unnamed]","leavenworthia exigua lutea","NULL","4","not listed"
"gladecress [unnamed]","leavenworthia crassa","NULL","4","c"
"globe berry lemmon","margaranthus lemmonii","NULL","2","not listed"
"globeberry tumamoc","tumamoca macdougalii","NULL","2","dp"
"globe-lily the cedars","calochortus raichei","NULL","1","not listed"
"globe-mallow jones'","sphaeralcea caespitosa","NULL","1","not listed"
"globe-mallow kankakee","iliamna remota","NULL","3","not listed"
"globe-mallow [unnamed]","sphaeralcea fendleri albescens","NULL","2","not listed"
"glyph blind","glyphyalinia pecki","entire","4","not listed"
"glyph maryland","glyphyalinia raderi","entire","5","not listed"
"gnatcatcher black-tailed","polioptila melanura californica","entire","1","not listed"
"gnatcatcher coastal california","polioptila californica californica","entire","8","t"
"goats beard roan mountain false","astilbe crenatiloba","NULL","4","not listed"
"goby tidewater","eucyclogobius newberryi","entire","8","e"
"goetzea beautiful","goetzea elegans","NULL","4","e"
"golden aster jones","heterotheca jonesii","NULL","6","not listed"
"goldenbush","isocoma arguta","NULL","1","not listed"
"goldenbush palmer's","ericameria palmeri ssp. palmeri","NULL","1","not listed"
"golden carpet","gilmania luteola","NULL","1","not listed"
"goldeneye field","helianthus ludens","NULL","2","not listed"
"goldenrod blue ridge","solidago spithamaea","NULL","4","t"
"goldenrod carolina","solidago pulchra","NULL","4","not listed"
"goldenrod engelmann's","haplopappus engelmannii","NULL","6","not listed"
"goldenrod greenwood's heath","ericameria lignumviridis","NULL","6","not listed"
"goldenrod houghton's","solidago houghtonii","NULL","3","t"
"goldenrod porter's","solidago porteri","NULL","4","not listed"
"goldenrod short's","solidago shortii","NULL","4","e"
"goldenrod spring-flowering","solidago verna","NULL","4","not listed"
"goldenrod white-haired","solidago albopilosa","NULL","4","t"
"goldenrod yadkin river","solidago plumosa","NULL","4","c"
"goldenseal","hydrastis canadensis","NULL","4","not listed"
"goldenstar dwarf","bloomeria humilis","NULL","1","not listed"
"goldenstar san diego","muilla clevelandii","NULL","1","not listed"
"goldenweed eastwood's","ericameria fasciculata","NULL","1","not listed"
"goldenweed small-headed","haplopappus microcephalus","NULL","2","not listed"
"goldenweed [unnamed]","haplopappus contractus","NULL","6","not listed"
"goldenweed [unnamed]","haplopappus fremontii monocephalus","NULL","6","not listed"
"goldenweed [unnamed]","haplopappus radiatus","NULL","1","not listed"
"goldenweed [unnamed]","haplopappus salicinus","NULL","2","not listed"
"goldfields burke's","lasthenia burkei","NULL","8","e"
"goldfields contra costa","lasthenia conjugens","NULL","8","e"
"goldfields seaside","lasthenia minor maritima","NULL","1","not listed"
"gold july","dedeckera eurekensis","NULL","1","not listed"
"goose aleutian canada","branta canadensis leucopareia","entire","7","dm"
"gooseberry miccosukee","ribes echinellum","NULL","4","t"
"gooseberry parish's","ribes divaricatum parishii","NULL","1","not listed"
"gooseberry santa cruz","ribes thacherianum","NULL","1","not listed"
"gooseberry sequoia","ribes tularensis","NULL","1","not listed"
"goosefoot molokai","chenopodium pekeloi","NULL","1","not listed"
"goosefoot sandhill","chenopodium cycloides","NULL","6","not listed"
"goose hawaiian","branta (=nesochen) sandvicensis","entire","1","e"
"goose tule white-fronted","anser albifrons elgasi","entire","7","not listed"
"goral","naemorhedus goral","entire","foreign","e"
"gorilla","gorilla gorilla","entire","foreign","e"
"goshawk christmas island","accipiter fasciatus natalis","entire","foreign","e"
"goshawk northern","accipiter gentilis","entire","2","not listed"
"goshawk queen charlotte","accipiter gentilis laingi","british columbia population","7","pe"
"gourd okeechobee","cucurbita okeechobeensis ssp. okeechobeensis","NULL","4","e"
"grackle slender-billed","quisicalus palustris","entire","foreign","e"
"grap fern crater lake","botrychium pumicola nealleyi","NULL","1","not listed"
"grapplinghook palmer's","harpagonella palmeri","NULL","1","not listed"
"grapplinghook palmer's","harpagonella palmeri palmeri","NULL","1","not listed"
"grass bald","sporobolus ozarkanus","NULL","3","not listed"
"grass colusa","neostapfia colusana","NULL","8","t"
"grass cutthroat","panicum abscissum","NULL","4","not listed"
"grass eureka dune","swallenia alexandrae","NULL","8","e"
"grasshopper big cedar","eximacris phenax","entire","2","not listed"
"grasshopper central valley","conozoa hyalina","entire","na","not listed"
"grasshopper desert monkey","psychomastix deserticola","entire","1","not listed"
"grasshopper idaho pointheaded","acrolophitus pulchellus","entire","1","not listed"
"grasshopper lompoc","trimerotropis occulens","entire","na","not listed"
"grasshopper mexicali lubber","spaniacris destricola","entire","na","not listed"
"grasshopper michigan bog","appalachia arcana","entire","3","not listed"
"grasshopper pinaleno monkey","eumorsea pinaleno","entire","2","not listed"
"grasshopper san bernardino mountains","trimerotropis bernardi","entire","na","not listed"
"grasshopper santa monica mountains","trimerotropis occidentaloides","entire","na","not listed"
"grasshopper sierra pygmy","tetrix sierrana","entire","1","not listed"
"grasshopper siskiyou chloealtis","chloealtis aspasma","entire","1","not listed"
"grasshopper superb","eximacris superbum","entire","2","not listed"
"grasshopper torreya pygmy","tettigidea empedonepia","entire","4","not listed"
"grasshopper zayante band-winged","trimerotropis infantilis","entire","8","e"
