"majorgroup","family","species","essexthreat"
"spiders","thomisidae","xysticus bifasciatus","essex endangered"
"spiders","thomisidae","xysticus erraticus","essex threatened"
"spiders","thomisidae","xysticus lanio","essex threatened"
"spiders","zodariidae","zodarion italicum","regionally important"
"spiders","zodariidae","zodarion rubidum","essex endangered"
"vascular plants","alismataceae","alisma lanceolatum","&nbsp;"
"vascular plants","alismataceae","baldellia ranunculoides","&nbsp;"
"vascular plants","alismataceae","damasonium alisma","&nbsp;"
"vascular plants","apiaceae","apium inundatum","&nbsp;"
"vascular plants","apiaceae","berula erecta","&nbsp;"
"vascular plants","apiaceae","bupleurum falcatum","&nbsp;"
"vascular plants","apiaceae","bupleurum rotundifolium","&nbsp;"
"vascular plants","apiaceae","bupleurum tenuissimum","&nbsp;"
"vascular plants","apiaceae","crithmum maritimum","&nbsp;"
"vascular plants","apiaceae","eryngium maritimum","&nbsp;"
"vascular plants","apiaceae","falcaria vulgaris","&nbsp;"
"vascular plants","apiaceae","hydrocotyle vulgaris","&nbsp;"
"vascular plants","apiaceae","oenanthe fistulosa","&nbsp;"
"vascular plants","apiaceae","oenanthe fluviatilis","&nbsp;"
"vascular plants","apiaceae","oenanthe pimpinelloides","&nbsp;"
"vascular plants","apiaceae","oenanthe silaifolia","&nbsp;"
"vascular plants","apiaceae","peucedanum officinale","&nbsp;"
"vascular plants","apiaceae","peucedanum palustre","&nbsp;"
"vascular plants","apiaceae","pimpinella major","&nbsp;"
"vascular plants","apiaceae","scandix pecten-veneris","&nbsp;"
"vascular plants","apiaceae","silaum silaus","&nbsp;"
"vascular plants","apiaceae","sium latifolium","&nbsp;"
"vascular plants","apiaceae","tordylium maximum","&nbsp;"
"vascular plants","apiaceae","torilis arvensis","&nbsp;"
"vascular plants","araceae","arum italicum subsp. italicum","&nbsp;"
"vascular plants","araceae","arum italicum subsp. neglectum","&nbsp;"
"vascular plants","aspleniaceae","asplenium adiantum-nigrum","&nbsp;"
"vascular plants","aspleniaceae","asplenium ruta-muraria","&nbsp;"
"vascular plants","aspleniaceae","asplenium trichomanes","&nbsp;"
"vascular plants","aspleniaceae","ceterach officinarum","&nbsp;"
"vascular plants","asteraceae","achillea ptarmica","&nbsp;"
"vascular plants","asteraceae","anthemis arvensis","&nbsp;"
"vascular plants","asteraceae","anthemis cotula","&nbsp;"
"vascular plants","asteraceae","arnoseris minima","&nbsp;"
"vascular plants","asteraceae","bidens cernua","&nbsp;"
"vascular plants","asteraceae","carlina vulgaris","&nbsp;"
"vascular plants","asteraceae","centaurea calcitrapa","&nbsp;"
"vascular plants","asteraceae","centaurea cyanus","&nbsp;"
"vascular plants","asteraceae","chrysanthemum segetum","&nbsp;"
"vascular plants","asteraceae","cirsium acaule","&nbsp;"
"vascular plants","asteraceae","cirsium dissectum","&nbsp;"
"vascular plants","asteraceae","cirsium eriophorum","&nbsp;"
"vascular plants","asteraceae","crepis biennis","&nbsp;"
"vascular plants","asteraceae","crepis foetida","&nbsp;"
"vascular plants","asteraceae","filago gallica","&nbsp;"
"vascular plants","asteraceae","filago lutescens","&nbsp;"
"vascular plants","asteraceae","filago pyramidata","&nbsp;"
"vascular plants","asteraceae","gnaphalium luteoalbum","&nbsp;"
"vascular plants","asteraceae","gnaphalium sylvaticum","&nbsp;"
"vascular plants","asteraceae","hieracium acuminatum","&nbsp;"
"vascular plants","asteraceae","hieracium calcaricola","&nbsp;"
"vascular plants","asteraceae","hieracium diaphanum","&nbsp;"
"vascular plants","asteraceae","hieracium eboracense","&nbsp;"
"vascular plants","asteraceae","hieracium lepidulum","&nbsp;"
"vascular plants","asteraceae","hieracium salticola","&nbsp;"
"vascular plants","asteraceae","hieracium scotostictum","&nbsp;"
"vascular plants","asteraceae","hieracium trichocaulon","&nbsp;"
"vascular plants","asteraceae","hieracium umbellatum","&nbsp;"
"vascular plants","asteraceae","hieracium vulgatum","&nbsp;"
"vascular plants","asteraceae","hypochaeris glabra","&nbsp;"
"vascular plants","asteraceae","inula conyzae","&nbsp;"
"vascular plants","asteraceae","inula crithmoides","&nbsp;"
"vascular plants","asteraceae","lactuca saligna","&nbsp;"
"vascular plants","asteraceae","mycelis muralis","&nbsp;"
"vascular plants","asteraceae","otanthus maritimus","&nbsp;"
"vascular plants","asteraceae","petasites hybridus","&nbsp;"
"vascular plants","asteraceae","pulicaria vulgaris","&nbsp;"
"vascular plants","asteraceae","senecio aquaticus","&nbsp;"
"vascular plants","asteraceae","solidago virgaurea","&nbsp;"
"vascular plants","asteraceae","sonchus palustris","&nbsp;"
"vascular plants","asteraceae","tephroseris integrifolia subsp. integrifolia","&nbsp;"
"vascular plants","berberidaceae","berberis vulgaris","&nbsp;"
"vascular plants","blechnaceae","blechnum spicant","&nbsp;"
"vascular plants","boraginaceae","cynoglossum germanicum","&nbsp;"
"vascular plants","boraginaceae","cynoglossum officinale","&nbsp;"
"vascular plants","boraginaceae","lithospermum arvense","&nbsp;"
"vascular plants","boraginaceae","lithospermum officinale","&nbsp;"
"vascular plants","boraginaceae","myosotis discolor","&nbsp;"
"vascular plants","boraginaceae","myosotis ramosissima","&nbsp;"
"vascular plants","brassicaceae","arabis glabra","&nbsp;"
"vascular plants","brassicaceae","arabis hirsuta","&nbsp;"
"vascular plants","brassicaceae","brassica oleracea var. oleracea","&nbsp;"
"vascular plants","brassicaceae","cardamine amara","&nbsp;"
"vascular plants","brassicaceae","cochlearia anglica","&nbsp;"
"vascular plants","brassicaceae","cochlearia officinalis","&nbsp;"
"vascular plants","brassicaceae","crambe maritima","&nbsp;"
"vascular plants","brassicaceae","iberis amara","&nbsp;"
"vascular plants","brassicaceae","lepidium latifolium","&nbsp;"
"vascular plants","brassicaceae","lepidium perfoliatum","&nbsp;"
"vascular plants","brassicaceae","rorippa amphibia","&nbsp;"
"vascular plants","brassicaceae","rorippa austriaca","&nbsp;"
"vascular plants","brassicaceae","teesdalia nudicaulis","&nbsp;"
"vascular plants","brassicaceae","thlaspi alliaceum","&nbsp;"
"vascular plants","callitrichaceae","callitriche brutia","&nbsp;"
"vascular plants","callitrichaceae","callitriche truncata","&nbsp;"
"vascular plants","campanulaceae","campanula glomerata","&nbsp;"
"vascular plants","campanulaceae","campanula patula","&nbsp;"
"vascular plants","campanulaceae","campanula rotundifolia","&nbsp;"
"vascular plants","campanulaceae","jasione montana","&nbsp;"
"vascular plants","campanulaceae","legousia hybrida","&nbsp;"
"vascular plants","campanulaceae","wahlenbergia hederacea","&nbsp;"
"vascular plants","caprifoliaceae","lonicera xylosteum","&nbsp;"
"vascular plants","caryophyllaceae","agrostemma githago","&nbsp;"
"vascular plants","caryophyllaceae","cerastium arvense","&nbsp;"
"vascular plants","caryophyllaceae","cerastium diffusum","&nbsp;"
"vascular plants","caryophyllaceae","cerastium semidecandrum","&nbsp;"
"vascular plants","caryophyllaceae","dianthus armeria","&nbsp;"
"vascular plants","caryophyllaceae","dianthus deltoides","&nbsp;"
"vascular plants","caryophyllaceae","herniaria glabra","&nbsp;"
"vascular plants","caryophyllaceae","minuartia hybrida","&nbsp;"
"vascular plants","caryophyllaceae","moenchia erecta","&nbsp;"
"vascular plants","caryophyllaceae","polycarpon tetraphyllum","&nbsp;"
"vascular plants","caryophyllaceae","sagina maritima","&nbsp;"
"vascular plants","caryophyllaceae","sagina nodosa","&nbsp;"
"vascular plants","caryophyllaceae","silene conica","&nbsp;"
"vascular plants","caryophyllaceae","silene gallica","&nbsp;"
"vascular plants","caryophyllaceae","silene noctiflora","&nbsp;"
"vascular plants","caryophyllaceae","silene nutans","&nbsp;"
"vascular plants","caryophyllaceae","stellaria neglecta","&nbsp;"
"vascular plants","caryophyllaceae","stellaria pallida","&nbsp;"
"vascular plants","chenopodiaceae","atriplex glabriuscula","&nbsp;"
"vascular plants","chenopodiaceae","atriplex laciniata","&nbsp;"
"vascular plants","chenopodiaceae","atriplex longipes","&nbsp;"
"vascular plants","chenopodiaceae","atriplex pedunculata","&nbsp;"
"vascular plants","chenopodiaceae","chenopodium bonus-henricus","&nbsp;"
"vascular plants","chenopodiaceae","chenopodium chenopodioides","&nbsp;"
"vascular plants","chenopodiaceae","chenopodium murale","&nbsp;"
"vascular plants","chenopodiaceae","chenopodium urbicum","&nbsp;"
"vascular plants","chenopodiaceae","chenopodium vulvaria","&nbsp;"
"vascular plants","chenopodiaceae","salicornia pusilla","&nbsp;"
"vascular plants","chenopodiaceae","sarcocornia perennis","&nbsp;"
"vascular plants","chenopodiaceae","suaeda vera","&nbsp;"
"vascular plants","cistaceae","helianthemum nummularium","&nbsp;"
"vascular plants","clusiaceae","hypericum elodes","&nbsp;"
"vascular plants","clusiaceae","hypericum maculatum subsp. obtusiusculum","&nbsp;"
"vascular plants","clusiaceae","hypericum pulchrum","&nbsp;"
"vascular plants","clusiaceae","hypericum x desetangsii","&nbsp;"
"vascular plants","crassulaceae","crassula tillaea","&nbsp;"
"vascular plants","crassulaceae","sedum forsterianum","&nbsp;"
"vascular plants","cuscutaceae","cuscuta epithymum","&nbsp;"
"vascular plants","cuscutaceae","cuscuta europaea","&nbsp;"
"vascular plants","cyperaceae","blysmus compressus","&nbsp;"
"vascular plants","cyperaceae","carex acuta","&nbsp;"
"vascular plants","cyperaceae","carex binervis","&nbsp;"
"vascular plants","cyperaceae","carex caryophyllea","&nbsp;"
"vascular plants","cyperaceae","carex dioica","&nbsp;"
"vascular plants","cyperaceae","carex distans","&nbsp;"
"vascular plants","cyperaceae","carex disticha","&nbsp;"
"vascular plants","cyperaceae","carex divisa","&nbsp;"
"vascular plants","cyperaceae","carex divulsa subsp. leersii","&nbsp;"
"vascular plants","cyperaceae","carex echinata","&nbsp;"
"vascular plants","cyperaceae","carex elata","&nbsp;"
"vascular plants","cyperaceae","carex elongata","&nbsp;"
"vascular plants","cyperaceae","carex laevigata","&nbsp;"
"vascular plants","cyperaceae","carex nigra","&nbsp;"
"vascular plants","cyperaceae","carex pallescens","&nbsp;"
"vascular plants","cyperaceae","carex panicea","&nbsp;"
"vascular plants","cyperaceae","carex paniculata","&nbsp;"
"vascular plants","cyperaceae","carex pulicaris","&nbsp;"
"vascular plants","cyperaceae","carex rostrata","&nbsp;"
"vascular plants","cyperaceae","carex strigosa","&nbsp;"
"vascular plants","cyperaceae","carex vesicaria","&nbsp;"
"vascular plants","cyperaceae","carex viridula subsp. oedocarpa","&nbsp;"
"vascular plants","cyperaceae","carex x subgracilis","&nbsp;"
"vascular plants","cyperaceae","cyperus longus","&nbsp;"
"vascular plants","cyperaceae","eleocharis acicularis","&nbsp;"
"vascular plants","cyperaceae","eleocharis uniglumis","&nbsp;"
"vascular plants","cyperaceae","eleogiton fluitans","&nbsp;"
"vascular plants","cyperaceae","eriophorum angustifolium","&nbsp;"
"vascular plants","cyperaceae","scirpus sylvaticus","&nbsp;"
"vascular plants","dipsacaceae","dipsacus pilosus","&nbsp;"
"vascular plants","dipsacaceae","scabiosa columbaria","&nbsp;"
"vascular plants","dipsacaceae","succisa pratensis","&nbsp;"
"vascular plants","droseraceae","drosera intermedia","&nbsp;"
"vascular plants","droseraceae","drosera rotundifolia","&nbsp;"
"vascular plants","dryopteridaceae","dryopteris affinis subsp. affinis","&nbsp;"
"vascular plants","dryopteridaceae","dryopteris affinis subsp. borreri","&nbsp;"
"vascular plants","dryopteridaceae","dryopteris carthusiana","&nbsp;"
"vascular plants","dryopteridaceae","polystichum aculeatum","&nbsp;"
"vascular plants","dryopteridaceae","polystichum setiferum","&nbsp;"
"vascular plants","elaeagnaceae","hippophae rhamnoides","&nbsp;"
"vascular plants","equisetaceae","equisetum fluviatile","&nbsp;"
"vascular plants","equisetaceae","equisetum sylvaticum","&nbsp;"
"vascular plants","ericaceae","erica cinerea","&nbsp;"
"vascular plants","ericaceae","erica tetralix","&nbsp;"
"vascular plants","ericaceae","vaccinium myrtillus","&nbsp;"
"vascular plants","euphorbiaceae","euphorbia paralias","&nbsp;"
"vascular plants","euphorbiaceae","euphorbia platyphyllos","&nbsp;"
"vascular plants","fabaceae","anthyllis vulneraria subsp. vulneraria","&nbsp;"
"vascular plants","fabaceae","astragalus glycyphyllos","&nbsp;"
"vascular plants","fabaceae","genista anglica","&nbsp;"
"vascular plants","fabaceae","genista tinctoria","&nbsp;"
"vascular plants","fabaceae","hippocrepis comosa","&nbsp;"
"vascular plants","fabaceae","lathyrus aphaca","&nbsp;"
"vascular plants","fabaceae","lathyrus hirsutus","&nbsp;"
"vascular plants","fabaceae","lathyrus japonicus","&nbsp;"
"vascular plants","fabaceae","lathyrus linifolius","&nbsp;"
"vascular plants","fabaceae","lathyrus sylvestris","&nbsp;"
"vascular plants","fabaceae","medicago minima","&nbsp;"
"vascular plants","fabaceae","medicago polymorpha","&nbsp;"
"vascular plants","fabaceae","medicago sativa","&nbsp;"
"vascular plants","fabaceae","trifolium glomeratum","&nbsp;"
"vascular plants","fabaceae","trifolium ochroleucon","&nbsp;"
"vascular plants","fabaceae","trifolium ornithopodioides","&nbsp;"
"vascular plants","fabaceae","trifolium resupinatum","&nbsp;"
"vascular plants","fabaceae","trifolium scabrum","&nbsp;"
"vascular plants","fabaceae","trifolium squamosum","&nbsp;"
"vascular plants","fabaceae","trifolium subterraneum","&nbsp;"
"vascular plants","fabaceae","trifolium suffocatum","&nbsp;"
"vascular plants","fabaceae","ulex minor","&nbsp;"
"vascular plants","fabaceae","vicia bithynica","&nbsp;"
"vascular plants","fabaceae","vicia lathyroides","&nbsp;"
"vascular plants","fabaceae","vicia lutea","&nbsp;"
"vascular plants","fabaceae","vicia parviflora","&nbsp;"
"vascular plants","frankeniaceae","frankenia laevis","&nbsp;"
"vascular plants","fumariaceae","fumaria bastardii","&nbsp;"
"vascular plants","fumariaceae","fumaria capreolata","&nbsp;"
"vascular plants","fumariaceae","fumaria densiflora","&nbsp;"
"vascular plants","fumariaceae","fumaria parviflora","&nbsp;"
"vascular plants","fumariaceae","fumaria purpurea","&nbsp;"
"vascular plants","fumariaceae","fumaria vaillantii","&nbsp;"
"vascular plants","gentianaceae","centaurium pulchellum","&nbsp;"
"vascular plants","gentianaceae","gentianella amarella","&nbsp;"
"vascular plants","geraniaceae","erodium moschatum","&nbsp;"
"vascular plants","geraniaceae","geranium columbinum","&nbsp;"
"vascular plants","geraniaceae","geranium pratense","&nbsp;"
"vascular plants","geraniaceae","geranium purpureum","&nbsp;"
"vascular plants","geraniaceae","geranium rotundifolium","&nbsp;"
"vascular plants","geraniaceae","geranium sanguineum","&nbsp;"
"vascular plants","grossulariaceae","ribes nigrum","&nbsp;"
"vascular plants","haloragaceae","myriophyllum alterniflorum","&nbsp;"
"vascular plants","haloragaceae","myriophyllum verticillatum","&nbsp;"
"vascular plants","hydrocharitaceae","hydrocharis morsus-ranae","&nbsp;"
"vascular plants","hydrocharitaceae","stratiotes aloides","&nbsp;"
"vascular plants","juncaceae","juncus ambiguus","&nbsp;"
"vascular plants","juncaceae","juncus bulbosus","&nbsp;"
"vascular plants","juncaceae","juncus compressus","&nbsp;"
"vascular plants","juncaceae","juncus squarrosus","&nbsp;"
"vascular plants","juncaceae","juncus subnodulosus","&nbsp;"
"vascular plants","juncaceae","luzula forsteri","&nbsp;"
"vascular plants","juncaceae","luzula sylvatica","&nbsp;"
"vascular plants","juncaginaceae","triglochin palustre","&nbsp;"
"vascular plants","lamiaceae","ajuga chamaepitys","&nbsp;"
"vascular plants","lamiaceae","clinopodium acinos","&nbsp;"
"vascular plants","lamiaceae","clinopodium ascendens","&nbsp;"
"vascular plants","lamiaceae","clinopodium calamintha","&nbsp;"
"vascular plants","lamiaceae","galeopsis angustifolia","&nbsp;"
"vascular plants","lamiaceae","galeopsis segetum","&nbsp;"
"vascular plants","lamiaceae","galeopsis speciosa","&nbsp;"
"vascular plants","lamiaceae","marrubium vulgare","&nbsp;"
"vascular plants","lamiaceae","mentha pulegium","&nbsp;"
"vascular plants","lamiaceae","nepeta cataria","&nbsp;"
"vascular plants","lamiaceae","origanum vulgare","&nbsp;"
"vascular plants","lamiaceae","prunella laciniata","&nbsp;"
"vascular plants","lamiaceae","salvia verbenaca","&nbsp;"
"vascular plants","lamiaceae","scutellaria minor","&nbsp;"
"vascular plants","lamiaceae","stachys arvensis","&nbsp;"
"vascular plants","lamiaceae","stachys officinalis","&nbsp;"
"vascular plants","lamiaceae","thymus polytrichus subsp. britannicus","&nbsp;"
"vascular plants","lamiaceae","thymus pulegioides","&nbsp;"
"vascular plants","lemnaceae","spirodela polyrhiza","&nbsp;"
"vascular plants","lemnaceae","wolffia arrhiza","&nbsp;"
"vascular plants","lentibulariaceae","utricularia australis","&nbsp;"
"vascular plants","lentibulariaceae","utricularia vulgaris sens. lat.","&nbsp;"
"vascular plants","liliaceae","allium oleraceum","&nbsp;"
"vascular plants","liliaceae","allium schoenoprasum","&nbsp;"
"vascular plants","liliaceae","convallaria majalis","&nbsp;"
"vascular plants","liliaceae","fritillaria meleagris","&nbsp;"
"vascular plants","liliaceae","leucojum aestivum subsp. aestivum","&nbsp;"
"vascular plants","liliaceae","muscari neglectum","&nbsp;"
"vascular plants","liliaceae","paris quadrifolia","&nbsp;"
"vascular plants","liliaceae","polygonatum odoratum","&nbsp;"
"vascular plants","liliaceae","scilla autumnalis","&nbsp;"
"vascular plants","linaceae","linum bienne","&nbsp;"
"vascular plants","linaceae","linum perenne","&nbsp;"
"vascular plants","linaceae","radiola linoides","&nbsp;"
"vascular plants","lycopodiaceae","lycopodiella inundata","&nbsp;"
"vascular plants","lythraceae","lythrum hyssopifolium","&nbsp;"
"vascular plants","lythraceae","lythrum portula","&nbsp;"
"vascular plants","malvaceae","althaea hirsuta","&nbsp;"
"vascular plants","malvaceae","althaea officinalis","&nbsp;"
"vascular plants","malvaceae","lavatera arborea","&nbsp;"
"vascular plants","marsileacea","pilularia globulifera","&nbsp;"
"vascular plants","menyanthaceae","menyanthes trifoliata","&nbsp;"
"vascular plants","menyanthaceae","nymphoides peltata","&nbsp;"
"vascular plants","monotropaceae","monotropa hypopitys","&nbsp;"
"vascular plants","onagraceae","epilobium lanceolatum","&nbsp;"
"vascular plants","onagraceae","epilobium obscurum","&nbsp;"
"vascular plants","onagraceae","epilobium palustre","&nbsp;"
"vascular plants","onagraceae","ludwigia palustris","&nbsp;"
"vascular plants","ophioglossaceae","botrychium lunaria","&nbsp;"
"vascular plants","ophioglossaceae","ophioglossum vulgatum","&nbsp;"
"vascular plants","orchidaceae","aceras anthropophorum","&nbsp;"
"vascular plants","orchidaceae","anacamptis pyramidalis","&nbsp;"
"vascular plants","orchidaceae","cephalanthera damasonium","&nbsp;"
"vascular plants","orchidaceae","coeloglossum viride","&nbsp;"
"vascular plants","orchidaceae","dactylorhiza incarnata","&nbsp;"
"vascular plants","orchidaceae","dactylorhiza maculata subsp. ericetorum","&nbsp;"
"vascular plants","orchidaceae","dactylorhiza praetermissa","&nbsp;"
"vascular plants","orchidaceae","epipactis helleborine","&nbsp;"
"vascular plants","orchidaceae","epipactis palustris","&nbsp;"
"vascular plants","orchidaceae","epipactis phyllanthes","&nbsp;"
"vascular plants","orchidaceae","epipactis purpurata","&nbsp;"
"vascular plants","orchidaceae","gymnadenia conopsea","&nbsp;"
"vascular plants","orchidaceae","herminium monorchis","&nbsp;"
"vascular plants","orchidaceae","himantoglossum hircinum","&nbsp;"
"vascular plants","orchidaceae","neottia nidus-avis","&nbsp;"
"vascular plants","orchidaceae","ophrys insectifera","&nbsp;"
"vascular plants","orchidaceae","ophrys sphegodes","&nbsp;"
"vascular plants","orchidaceae","orchis militaris","&nbsp;"
"vascular plants","orchidaceae","orchis morio","&nbsp;"
"vascular plants","orchidaceae","orchis purpurea","&nbsp;"
"vascular plants","orchidaceae","orchis ustulata","&nbsp;"
"vascular plants","orchidaceae","platanthera bifolia","&nbsp;"
"vascular plants","orchidaceae","platanthera chlorantha","&nbsp;"
"vascular plants","orchidaceae","spiranthes spiralis","&nbsp;"
"vascular plants","orobanchaceae","lathraea clandestina","&nbsp;"
"vascular plants","orobanchaceae","lathraea squamaria","&nbsp;"
"vascular plants","orobanchaceae","orobanche crenata","&nbsp;"
"vascular plants","orobanchaceae","orobanche elatior","&nbsp;"
"vascular plants","orobanchaceae","orobanche rapum-genistae","&nbsp;"
"vascular plants","osmundaceae","osmunda regalis","&nbsp;"
"vascular plants","papaveraceae","glaucium flavum","&nbsp;"
"vascular plants","papaveraceae","meconopsis cambrica","&nbsp;"
"vascular plants","papaveraceae","papaver argemone","&nbsp;"
"vascular plants","papaveraceae","papaver hybridum","&nbsp;"
"vascular plants","plumbaginaceae","limonium binervosum","&nbsp;"
"vascular plants","plumbaginaceae","limonium binervosum subsp. saxonicum","&nbsp;"
"vascular plants","plumbaginaceae","limonium humile","&nbsp;"
"vascular plants","poaceae","agrostis canina","&nbsp;"
"vascular plants","poaceae","agrostis vinealis","&nbsp;"
"vascular plants","poaceae","aira caryophyllea","&nbsp;"
"vascular plants","poaceae","alopecurus aequalis","&nbsp;"
"vascular plants","poaceae","alopecurus bulbosus","&nbsp;"
"vascular plants","poaceae","ammophila arenaria","&nbsp;"
"vascular plants","poaceae","anisantha madritensis","&nbsp;"
"vascular plants","poaceae","anisantha tectorum","&nbsp;"
"vascular plants","poaceae","apera interrupta","&nbsp;"
"vascular plants","poaceae","apera spica-venti","&nbsp;"
"vascular plants","poaceae","brachypodium pinnatum","&nbsp;"
"vascular plants","poaceae","bromus arvensis","&nbsp;"
"vascular plants","poaceae","bromus interruptus","&nbsp;"
"vascular plants","poaceae","bromus lepidus","&nbsp;"
"vascular plants","poaceae","bromus racemosus","&nbsp;"
"vascular plants","poaceae","bromus secalinus","&nbsp;"
"vascular plants","poaceae","catabrosa aquatica","&nbsp;"
"vascular plants","poaceae","catapodium marinum","&nbsp;"
"vascular plants","poaceae","cynodon dactylon","&nbsp;"
"vascular plants","poaceae","festuca arenaria","&nbsp;"
"vascular plants","poaceae","helictotrichon pratense","&nbsp;"
"vascular plants","poaceae","helictotrichon pubescens","&nbsp;"
"vascular plants","poaceae","hordelymus europaeus","&nbsp;"
"vascular plants","poaceae","hordeum marinum","&nbsp;"
"vascular plants","poaceae","koeleria macrantha","&nbsp;"
"vascular plants","poaceae","leymus arenarius","&nbsp;"
"vascular plants","poaceae","mibora minima","&nbsp;"
"vascular plants","poaceae","parapholis incurva","&nbsp;"
"vascular plants","poaceae","phleum arenarium","&nbsp;"
"vascular plants","poaceae","phleum phleoides","&nbsp;"
"vascular plants","poaceae","poa bulbosa","&nbsp;"
"vascular plants","poaceae","poa compressa","&nbsp;"
"vascular plants","poaceae","poa infirma","&nbsp;"
"vascular plants","poaceae","poa palustris","&nbsp;"
"vascular plants","poaceae","polypogon monspeliensis","&nbsp;"
"vascular plants","poaceae","puccinellia fasciculata","&nbsp;"
"vascular plants","poaceae","puccinellia rupestris","&nbsp;"
"vascular plants","poaceae","spartina alterniflora","&nbsp;"
"vascular plants","poaceae","spartina maritima","&nbsp;"
"vascular plants","poaceae","vulpia ciliata subsp. ambigua","&nbsp;"
"vascular plants","poaceae","vulpia fasciculata","&nbsp;"
"vascular plants","polygalaceae","polygala serpyllifolia","&nbsp;"
"vascular plants","polygalaceae","polygala vulgaris","&nbsp;"
"vascular plants","polygonaceae","fallopia dumetorum","&nbsp;"
"vascular plants","polygonaceae","persicaria bistorta","&nbsp;"
"vascular plants","polygonaceae","persicaria minor","&nbsp;"
"vascular plants","polygonaceae","persicaria mitis","&nbsp;"
"vascular plants","polygonaceae","polygonum oxyspermum","&nbsp;"
"vascular plants","polygonaceae","polygonum rurivagum","&nbsp;"
"vascular plants","polygonaceae","rumex hydrolapathum","&nbsp;"
"vascular plants","polygonaceae","rumex maritimus","&nbsp;"
"vascular plants","polygonaceae","rumex palustris","&nbsp;"
"vascular plants","polygonaceae","rumex pulcher","&nbsp;"
"vascular plants","polypodiaceae","polypodium vulgare","&nbsp;"
"vascular plants","potamogetonaceae","groenlandia densa","&nbsp;"
"vascular plants","potamogetonaceae","potamogeton alpinus","&nbsp;"
"vascular plants","potamogetonaceae","potamogeton berchtoldii","&nbsp;"
"vascular plants","potamogetonaceae","potamogeton compressus","&nbsp;"
"vascular plants","potamogetonaceae","potamogeton friesii","&nbsp;"
"vascular plants","potamogetonaceae","potamogeton lucens","&nbsp;"
"vascular plants","potamogetonaceae","potamogeton obtusifolius","&nbsp;"
"vascular plants","potamogetonaceae","potamogeton perfoliatus","&nbsp;"
"vascular plants","potamogetonaceae","potamogeton polygonifolius","&nbsp;"
"vascular plants","potamogetonaceae","potamogeton praelongus","&nbsp;"
"vascular plants","potamogetonaceae","potamogeton pusillus","&nbsp;"
"vascular plants","potamogetonaceae","potamogeton trichoides","&nbsp;"
"vascular plants","primulaceae","anagallis minima","&nbsp;"
"vascular plants","primulaceae","anagallis tenella","&nbsp;"
"vascular plants","primulaceae","hottonia palustris","&nbsp;"
"vascular plants","primulaceae","lysimachia vulgaris","&nbsp;"
"vascular plants","primulaceae","primula elatior","&nbsp;"
"vascular plants","primulaceae","samolus valerandi","&nbsp;"
"vascular plants","pyrolaceae","pyrola rotundifolia subsp. rotundifolia","&nbsp;"
"vascular plants","ranunculaceae","aconitum napellus","&nbsp;"
"vascular plants","ranunculaceae","adonis annua","&nbsp;"
"vascular plants","ranunculaceae","helleborus foetidus","&nbsp;"
"vascular plants","ranunculaceae","helleborus viridis","&nbsp;"
"vascular plants","ranunculaceae","myosurus minimus","&nbsp;"
"vascular plants","ranunculaceae","pulsatilla vulgaris","&nbsp;"
"vascular plants","ranunculaceae","ranunculus arvensis","&nbsp;"
"vascular plants","ranunculaceae","ranunculus baudotii","&nbsp;"
"vascular plants","ranunculaceae","ranunculus circinatus","&nbsp;"
"vascular plants","ranunculaceae","ranunculus fluitans","&nbsp;"
"vascular plants","ranunculaceae","ranunculus hederaceus","&nbsp;"
"vascular plants","ranunculaceae","ranunculus parviflorus","&nbsp;"
"vascular plants","ranunculaceae","ranunculus penicillatus subsp. pseudofluitans","&nbsp;"
"vascular plants","ranunculaceae","thalictrum flavum","&nbsp;"
"vascular plants","ranunculaceae","thalictrum minus subsp. minus","&nbsp;"
"vascular plants","rhamnaceae","frangula alnus","&nbsp;"
"vascular plants","rosaceae","agrimonia procera","&nbsp;"
"vascular plants","rosaceae","alchemilla filicaulis subsp. vestita","&nbsp;"
"vascular plants","rosaceae","filipendula vulgaris","&nbsp;"
"vascular plants","rosaceae","geum rivale","&nbsp;"
"vascular plants","rosaceae","geum x intermedium","&nbsp;"
"vascular plants","rosaceae","potentilla anglica","&nbsp;"
"vascular plants","rosaceae","potentilla argentea","&nbsp;"
"vascular plants","rosaceae","potentilla palustris","&nbsp;"
"vascular plants","rosaceae","rosa micrantha","&nbsp;"
"vascular plants","rosaceae","rosa sherardii","&nbsp;"
"vascular plants","rubiaceae","asperula cynanchica subsp. cynanchica","&nbsp;"
"vascular plants","rubiaceae","cruciata laevipes","&nbsp;"
"vascular plants","rubiaceae","galium odoratum","&nbsp;"
"vascular plants","rubiaceae","galium palustre subsp. elongatum","&nbsp;"
"vascular plants","rubiaceae","galium parisiense","&nbsp;"
"vascular plants","rubiaceae","galium tricornutum","&nbsp;"
"vascular plants","rubiaceae","galium uliginosum","&nbsp;"
"vascular plants","rubus microspecies","rubus pervalidus","&nbsp;"
"vascular plants","rubus microspecies","rubus powellii","&nbsp;"
"vascular plants","ruppiaceae","ruppia cirrhosa","&nbsp;"
"vascular plants","salicaceae","populus nigra subsp. betulifolia","&nbsp;"
"vascular plants","salicaceae","salix aurita","&nbsp;"
"vascular plants","salicaceae","salix pentandra","&nbsp;"
"vascular plants","salicaceae","salix purpurea","&nbsp;"
"vascular plants","salicaceae","salix repens","&nbsp;"
"vascular plants","santalaceae","thesium humifusum","&nbsp;"
