"{|1}","ist autor von","wird erw�hnt in"
"nadja b�ller","konzepte zur f�rderung der wissenschaftskommunikation(2007)",""
"brigitte bollmann-zuberb�hler","systemdenken f�rdern &nbsp;&nbsp;ist systemisches denken lehr- und lernbar?(2008)wie l�sst sich systemdenken operationalisieren und messen?(2008)",""
"narasimha bolloju","supporting knowledge management in organizations with conversational technologies(2009)","{the interplay between individual and collective knowledge}"
"john bolte","temporal and spatial variability of personal exposure to radio frequency electromagnetic fields(2009) &nbsp;&nbsp;&nbsp;",""
"norbert bolz","am ende der gutenberg-galaxisdas konsumistische manifest(2002)der name der marke(1999) (erschienen in gdi impuls 2/99)","{der leser als spinner|mittel vermittlung medium|konsumismus in der schule?|gutenbytes|medienkompetenz|mediologie|wissensgesellschaft|e-learning medienr�ume lernformate|von den mythen der buchkultur zu den visionen der informationsgesellschaft|geschichte(n) im netzwerk|ver�nderungen wissenschaftlicher literalit�t durch digitale medien}"
"wilma bombelka-urner","im labyrinth der lernprogramme(1991) (erschienen in informatik: wege zur vielfalt beim lehren und lernen)",""
"michael bommes","das allgemeine und das besondere des netzwerkes(2006)","{netzwerkanalyse und netzwerktheorie}"
"peter bonati","tevjes letzte tochter – zur ausbildung von fachdidaktikdozierenden in der schweiz(2004) (erschienen in die erziehungswissenschaftliche ausbildung von lehrpersonen zwischen disziplin- und anwendungsorientierung)",""
"biserka boncheva yovcheva","spiral teaching of programming to 10-11 year-old pupils after passed first training (based on the language c++)(2008) (erschienen in informatics education - supporting computational thinking)",""
"loraine bondallaz","erfahrungen aus dem ipod-touch projekt am gymnase intercantonal de la broye(2011) &nbsp;&nbsp;&nbsp;",""
"alberto bondolfi","zur privatsph�re in sozialethischer sicht(2002) (erschienen in perspektive datenschutz)",""
"heinz bonfadelli","siehe heinz bonfadelli","siehe heinz bonfadelli"
"josh bongard","how the body shapes the way we think(2006)","{die m�r von den intelligenten monstern}"
"frank bongers","jquery(2010) &nbsp;&nbsp;",""
"aldo bongio","cooper(2006) (erschienen in innovative approaches for learning and knowledge sharing)",""
"luca bongulielmi","leitfaden f�r den aufbau einer unternehmensinternen wissensbasis mit hilfe von wiki(2002) &nbsp;&nbsp;&nbsp;","{konstruktion und kommunikation von wissen mit wikis}"
"curtis j. bonk","the world is open(2009) &nbsp;&nbsp;the future of online teaching and learning in higher education(2006) (erschienen in educause quarterly 4/2006)","{giving knowledge for free|assessment and teaching of 21st century skills}"
"matthias bonn","mobiles lernen an der notebook universit�t karlsruhe(2004) (erschienen in delfi 2004)",""
"edward de bono","siehe edward de bono","siehe edward de bono"
"grady booch","the unified modeling language user guide(1996)the unified software development process(1999)objektorientierte analyse und design(1996)","{informatik und schule|informatikunterricht und medienbildung|cscw-kompendium|virtuelle wissensr�ume|lehr- lernprozesse im informatik-anfangsunterricht|the instructional use of learning objects|vision�re der programmierung}"
"george boole","","{the logic structure of evolution and emanation|tools for thought|mediologie}"
"marianne van den boomen","digital material(2009) &nbsp;&nbsp;&nbsp;",""
"kasper l. boon","the direct use of already existing user manuals for computer aided instruction and information retrieval with the aid of hypermedia(1990) (erschienen in iccal '90)",""
"eddy boot","lost in translation(2007) (erschienen in handbook of visual languages for instructional design)",""
"linda booth sweeneya","bathtub dynamics(2000) &nbsp;&nbsp;&nbsp;","{all models are wrong}"
"thomas bopp","szenarien kooperativen lernens & arbeitens �ber servergrenzen hinweg(2004) (erschienen in delfi 2004)we've got mail!(2004) (erschienen in delfi 2004)alltagstaugliche mediennutzung erfordert systemkonvergenzen in aus- und weiterbildung(2006) (erschienen in e-learning - alltagstaugliche innovation?)l��d liehrn tohoop schrieven(2005) &nbsp;&nbsp;&nbsp;systemkonvergenz von digitalen bibliotheken planungssystemen und cscw-systemen(2005) (erschienen in delfi 2005)","{delfi 2005}"
"andrea b�r","electum(2004) (erschienen in delfi 2004)",""
"marcelo c. borba","humans-with-media and the reorganization of mathematical thinking(2005) &nbsp;&nbsp;",""
"silke borbach","wiederer�ffnung eines landgasthauses (teil 1)(2003) (erschienen in log in 122/123/2003)wiederer�ffnung eines landgasthauses (teil 2)(2003) (erschienen in log in 124/2003)",""
"alexander borb�ly","das geheimnis des schlafs(1984) &nbsp;&nbsp;&nbsp;schlaf(2004)",""
"christiane borchel","design of an informatics system to bridge the gap between using and understanding in informatics(2005) (erschienen in innovative concepts for teaching informatics)","{didaktik der informatik|interesse wecken und grundkenntnisse vermitteln|fachdidaktische diskussion von informatiksystemen und der kompetenzentwicklung im informatikunterricht}"
"jan borchers","a pattern approach to interaction design(2001)","{design approaches in technology enhanced learning|offener bildungsraum hochschule|investigations of e-learning patterns}"
"katharina borchert","die nacht der langen messages(2004) &nbsp;&nbsp;&nbsp;","{web 2.0 - das 'neue' internet macht schule!}"
"josef b�rding","technik begeistert m�dchen: die erfolgsgeschichte von roberta(2005) (erschienen in log in 134/2005)dunes - dialogic and argumentative negotiation educational software(2003) (erschienen in delfi 2003)roberta (r)(2006)",""
"bernhard borg","curriculare orientierungen bei it-ausbildungsberufen(2000) (erschienen in log in 2/2000)informationstechniken an kaufm�nnischen schulen(1984) (erschienen in informatik als herausforderung an schule und ausbildung)berufsfeldbezogene informationelle forbildungskursfolge f�r handelslehrer(1986) (erschienen in informatik-grundbildung in schule und beruf)entity relationship modell (erm)(1991) (erschienen in informatik: wege zur vielfalt beim lehren und lernen)berufsfeldbezogene informationelle fortbildungskursfolge f�r handelslehrer(1986) (erschienen in informatik-grundbildung in schule und beruf)landesschulversuch einj�hrige berufsfachschule - informatik - f�r realschulabsolventen/-innen(1999) (erschienen in informatik und schule)neue it-berufe(1998) (erschienen in informatik und ausbildung)",""
"rolf borgeest","electum(2004) (erschienen in delfi 2004)die e-strategie der technischen universit�t m�nchen(2008) (erschienen in e-strategy)",""
"joe borgenicht","das baby(2004) &nbsp;das kleinkind(2006)",""
"louis borgenicht","das baby(2004) &nbsp;",""
"georg borges","identit�tsdiebstahl und identit�tsmissbrauch im internet(2010) &nbsp;&nbsp;&nbsp;",""
"jorge luis borges","fiktionen","{wir sind erinnerung}"
"andreas bormann","deutsch unterrichten mit b�chern und medien...(2006) (erschienen in deutschmagazin 1/2006)",""
"achim born","last exit soa(2007) &nbsp;",""
"regine born","zehn jahre beitr�ge zur lehrerbildung(1992) (erschienen in perspektiven der lehrerbildung: eine aktuelle bestandesaufnahme)modularisierte weiterbildung in der biografie einer lehrperson(2006) (erschienen in modularisierung an p�dagogischen hochschulen und die folgen - eine zwischenbilanz)",""
"j�rg bornemann","multimediale pr�sentation von sch�lerreferaten(2001) (erschienen in log in 5/6/2001)",""
"stefan bornemann","von schultv zur goldenen ursula(2009)",""
"c. b�rner","e-learning in der sekundarstufe ii(2007) (erschienen in delfi 2007)",""
"k. b�rner","visual interfaces to digital libraries(2002)visual interfaces for semantic information retrieval and browsing(2003) (erschienen in visualizing the semantic web)","{knowledge visualization|knowledge and information visualization|knowledge visualization}"
"david bornstein","sozialunternehmer entwickeln strukturen zur reparatur der gesellschaft(2006) (erschienen in arbeit)",""
"christian borowski","informatische bildung im sachunterricht der grundschule(2010) &nbsp;&nbsp;&nbsp;",""
"reca borrego","e-learning content adaptation for deaf students(2007) (erschienen in iticse 2007)",""
"jennifer borse","a case study of pen-enabled technology in a sixth-grade math class(2006)",""
"timo borst","risikokompetenz als teil der medienkompetenz(2010) &nbsp;&nbsp;&nbsp;","{kritische informations- und medienkompetenz}"
"j. b�rstler","objektorientiertes programmieren - machen wir irgendwas falsch?(2007) (erschienen in infos 2007 - didaktik der informatik in theorie und praxis)","{fachdidaktische diskussion von informatiksystemen und der kompetenzentwicklung im informatikunterricht}"
"j�rgen b�rstler","evaluating oo example programs for cs1(2008) (erschienen in iticse 2008)embed4auto(2010) (erschienen in iticse 2010)sharing and discussing uml modeling exercises in a ple(2010) (erschienen in iticse 2010)",""
"j�rgen bortz","forschungsmethoden und evaluation f�r human- und sozialwissenschaftler(2001) &nbsp;&nbsp;statistik f�r human- und sozialwissenschaftler &nbsp;&nbsp;","{blended learning: forschungsfragen und perspektiven|lehr- lernprozesse im informatik-anfangsunterricht|wiki-systeme im elearning|informatische bildung in der wissensgesellschaft|mobiles lernen in der praxis|ict-chancengerechtigkeit durch einsatz pers�nlicher smartphones|fachdidaktische diskussion von informatiksystemen und der kompetenzentwicklung im informatikunterricht|lerntageb�cher lernstrategien und lernerfolg|qualitative evaluation|e-learning 2.0 im einsatz|pr�sentieren in wissenschaft und forschung|2. workshop 'lerninfrastruktur in schulen: 1:1-computing'|delfi 2011 - workshopband|jahrbuch medienp�dagogik 9}"
"beth bos","teaching for fidelity in the use of technology in the math classroom(2009) (erschienen in research highlights in technology and teacher education 2009)",""
"ulrich bos","unternehmer sind die besseren mathematiker(2003) (erschienen in management by mathematics)",""
"wilfried bos","messung computer- und informationsbezogener kompetenzen von sch�lerinnen und sch�lern als schl�sselkompetenz im 21. jahrhundert(2012) &nbsp;&nbsp;&nbsp;",""
"ulrich bosler","dateiverwaltung am beispiel des freizeitverhaltens einer schulklasse(1986) (erschienen in informatik-grundbildung in schule und beruf)informations- und kommunikationstechnologische grundbildung(1986) (erschienen in informatik-grundbildung in schule und beruf)grundausbildung informatik f�r jeden sch�ler.(1984) (erschienen in informatik als herausforderung an schule und ausbildung)",""
"m. bosnjak","aktuelle online-forschung(1999)","{online-research|statistische anwendungen im internet}"
"ana elena del bosque","inducing student interaction in a virtual environment(2009) (erschienen in iticse 2009)",""
"carl bossard","per mausklick durchs pluriversum(2007) &nbsp;&nbsp;",""
"laura bossard","ict-konzeptumsetzung an den 5./6. klassen der stadtschulen solothurn(2008) &nbsp;&nbsp;&nbsp;",""
"johanna bosse","lehrerfort- und lehrerweiterbildung als voraussetzung einer grundbildung informatik(1986) (erschienen in informatik-grundbildung in schule und beruf)",""
"constanze bossemeyer","team-dialog(2004) (erschienen in das innere team in aktion)",""
"caroline bossert","nachhilfe per videochat(2012) &nbsp;&nbsp;&nbsp;",""
"rolf bosshard","fehlanreize bei der maturit�t beseitigen(2007) &nbsp;&nbsp;&nbsp;",""
"david bosshart","differenzierung durch diskriminierung ...(2007)",""
"susanne bosshart","modularisierung der berufspraktischen ausbildung an der p�dagogischen hochschule rorschach(2006) (erschienen in modularisierung an p�dagogischen hochschulen und die folgen - eine zwischenbilanz)",""
"emilio bossi","wissenschaftliche integrit�t(2008) &nbsp;&nbsp;&nbsp;",""
"stephen j. bostock","communicubes(2006) (erschienen in audience response systems in higher education)",""
"l�szl� b�sz�rm�nyi","java f�r anf�nger?(2001) (erschienen in log in 1/2001)",""
"l�zl� b�sz�rm�nyi","the school of niklaus wirth(2000)teaching: people to people -  about people(2005) (erschienen in from computer literacy to informatics fundamentals)","{software pioneers}"
"zdenek botek","die ausbildung der computertechnik-lehrer f�r mittelschulen in der cr(1993)",""
"miguel l. bote-lorenzo","gridcole(2004) &nbsp;&nbsp;&nbsp;","{computational representation of collaborative learning flow patterns using ims learning design}"
"klaus bothe","jcse - ein alternatives multimediaprojekt zur lehre in der softwaretechnik(2004) (erschienen in delfi 2004)interaktive werkzeugbasierte entwicklung von mehrsprachigem lehr- und lernmaterial(2005) (erschienen in delfi 2005)",""
"jesus boticario","meaningful pedagogy via covering the entire life cycle of adaptive elearning in terms of a pervasive use of educational standards(2006) (erschienen in innovative approaches for learning and knowledge sharing)",""
"axel b�ttcher","mmix als einheitlicher modellprozessor f�r weite teile des informatikstudiums(2006) (erschienen in hochschuldidaktik der informatik)",""
"rainer b�ttcher","eine neue fachrichtung auf dem weg zur informationsgesellschaft / ergebnisse und perspektiven des schulversuches einf�hrung der fachrichtung informat(2001) (erschienen in informatikunterricht und medienbildung)",""
"magdalena b�ttger","weblog publishing as support for exploratory learning on the world wide web(2004) &nbsp;&nbsp;&nbsp;","{erkundungen des bloggens}"
"luca botturi","handbook of visual languages for instructional design(2007) &nbsp;&nbsp;&nbsp;boys are like girls: same but different(2011) &nbsp;&nbsp;monitoring an online course with the gismo tool(2007) &nbsp;&nbsp;",""
