"name","latest version","description"
"gecko-sharp-firefox2","2.0-1044","mozilla browser c# bindings"
"gecko-sharp-firefox3","2.0-1044","mozilla browser c# bindings"
"gecko-sharp-seamonkey","2.0-1044","mozilla browser c# bindings"
"gecko-sharp1","0.6-1033","mozilla browser c# bindings: bundle"
"gecko-sharp1-firefox2","0.6-1033","mozilla browser c# bindings"
"gecko-sharp1-firefox3","0.6-1033","mozilla browser c# bindings"
"gecko-sharp1-seamonkey","0.6-1033","mozilla browser c# bindings"
"geda-bundle","1.6.0-1","bundle of electronic design automation tools"
"geda-doc","1.6.2-2","placeholder to update geda-doc to geda-gaf (obsolete)"
"geda-examples","1.6.2-2","placeholder to update geda-examples to geda-gaf (obsolete)"
"geda-gaf","1.6.2-2","gnu eda -- electronics design -- base"
"geda-gattrib","1.6.2-2","placeholder to update geda-gattrib to geda-gaf (obsolete)"
"geda-gnetlist","1.6.2-2","placeholder to update geda-gnetlist to geda-gaf (obsolete)"
"geda-gsch2pcb","1.6.2-2","placeholder to update geda-gsch2pcb to geda-gaf (obsolete)"
"geda-gschem","1.6.2-2","placeholder to update geda-gschem to geda-gaf (obsolete)"
"geda-gsymcheck","1.6.2-2","placeholder to update geda-gsymcheck to geda-gaf (obsolete)"
"geda-symbols","1.6.2-2","placeholder to update geda-symbols to geda-gaf (obsolete)"
"geda-utils","1.6.2-2","placeholder to update geda-utils to geda-gaf (obsolete)"
"gedcom-parse","0.90.0-13","gedcom parser library"
"gedcom-parse-bin","0.90.0-13","gedcom parser library"
"gedcom-parse-shlibs","0.90.0-13","gedcom parser library"
"gedit","2.6.2-1009","small and lightweight text editor for the gnome"
"gedit-dev","2.28.4-1","development headers for gedit"
"gedit-plugins","2.28.0-2","additional plugins for the gnome editor"
"geekcode","1.7.3-1","the geek code generator"
"geeqie","1.0-1002","image viewer fork of gqview"
"geg","1.0.2-2","simple gtk+ equation grapher"
"gelemental","1.2.0-1007","periodic table viewer for gnome"
"gem-plugin-rb18","0.2.3-1","gem based plugin system for ruby"
"gen2shp","0.3.1-1","arcinfo generate to shapefile conversion"
"genehunter","2.1.r5-1","multipoint linkage analysis"
"general-oct305","1.0.7-9","general tools for octave"
"general-oct324","1.2.2-3","general tools for octave"
"general-oct343","1.3.1-1","general tools for octave"
"general-oct360","1.3.1-1","general tools for octave"
"general-oct361","1.3.1-1","general tools for octave"
"generate-html-oct324","0.1.4-1","convert octave help text to html"
"generate-html-oct343","0.1.4-1","convert octave help text to html"
"generate-html-oct360","0.1.4-1","convert octave help text to html"
"generate-html-oct361","0.1.4-1","convert octave help text to html"
"gengen","1.4.2-3","parameterized-text-generator generator"
"gengetopt","2.22.4-1","generates getopt_long functions"
"genius","1.0.11-1","math calculator and graphing package"
"genshi-py24","0.6-2","toolkit for generation of output for the web"
"genshi-py25","0.6-2","toolkit for generation of output for the web"
"genshi-py26","0.6-2","toolkit for generation of output for the web"
"genshi-py27","0.6-2","toolkit for generation of output for the web"
"geo-ip-pm5100","1.39-1","look up a country based on ip or hostname"
"geo-ip-pm586","1.39-1","look up a country based on ip or hostname"
"geo-ip-pm588","1.39-1","look up a country based on ip or hostname"
"geoip","1.4.7-1","ip address to country lookup tool"
"geoip-dev","1.4.7-1","headers and static libraries for geoip"
"geoip-py24","1.2.4-1","python mod for ip to country lookup"
"geoip-py25","1.2.4-1","python mod for ip to country lookup"
"geoip-py26","1.2.4-1","python mod for ip to country lookup"
"geoip-shlibs","1.4.7-1","shared libraries for geoip"
"geojson-py26","1.0.1-1","encoder/decoder for simple gis features"
"geojson-py27","1.0.1-1","encoder/decoder for simple gis features"
"geometry-oct343","1.4.1-3","library for geometric computing in octave"
"geometry-oct360","1.4.1-3","library for geometric computing in octave"
"geometry-oct361","1.4.1-3","library for geometric computing in octave"
"geomview","1.9.4-1003","interactive 3d viewing program"
"geomview191-dev","1.9.1-1002","interactive 3d viewing program"
"geomview191-shlibs","1.9.1-1002","interactive 3d viewing program"
"geomview194-dev","1.9.4-1003","interactive 3d viewing program"
"geomview194-shlibs","1.9.4-1003","interactive 3d viewing program"
"geopy-py24","0.94.1-1","geocoding toolbox for python"
"geopy-py25","0.94.1-1","geocoding toolbox for python"
"geopy-py26","0.94.1-1","geocoding toolbox for python"
"geopy-py27","0.94.1-1","geocoding toolbox for python"
"geotypes-py25","0.7.0-1","opengis/postgis/postgres geometry types"
"geramik","0.27-22","kde &quot;keramik&quot; widget styles for gtk+/gtk+2"
"gerbv","2.6.0-1","gerber (rs-274x) cam file viewing tool"
"gerbv-cairo","2.4.0-2","obsolete use package 'gerbv' instead"
"gerbv-gtk2","1.0.3-11","obsolete use package 'gerbv' instead"
"getmail","3.2.2-2","python-based pop3 mail retriever"
"getopt-argvfile-pm","1.11-1","load command-line flags &amp; params from a file"
"getopt-attribute-pm5100","2.101.700-1","attribute wrapper for getopt::long"
"getopt-attribute-pm588","2.101.700-1","attribute wrapper for getopt::long"
"getopt-euclid-pm5100","0.2.3-2","synchronized documentation and interface"
"getopt-euclid-pm586","0.2.3-2","synchronized documentation and interface"
"getopt-euclid-pm588","0.2.3-2","synchronized documentation and interface"
"getopt-long-descriptive-pm5100","0.090-1","enhanced command-line argument handler"
"getopt-long-descriptive-pm586","0.090-1","enhanced command-line argument handler"
"getopt-long-descriptive-pm588","0.090-1","enhanced command-line argument handler"
"getopt-long-pm5100","2.38-1","extended processing of command line options"
"getopt-long-pm586","2.38-1","extended processing of command line options"
"getopt-long-pm588","2.38-1","extended processing of command line options"
"getopt-mixed-pm5100","1.10-2","read command-line arguments"
"getopt-mixed-pm586","1.10-2","read command-line arguments"
"getopt-mixed-pm588","1.10-2","read command-line arguments"
"getoptbin","1.1.4-3","gnu version of getopt(1)"
"gettext","0.10.40-25","message localization support"
"gettext-bin","0.17-19","gnu internationalization utils"
"gettext-dev","0.10.40-25","developer files for gettext package"
"gettext-doc","0.17-19","gnu internationalization utils (documentation)"
"gettext-emacs","0.14.5-3","message localization support"
"gettext-tools","0.17-18","gnu internationalization utils (shared libs)"
"getxml","1.0.4-1","localization tool for xml"
"gfan","0.5-1","computes grobner fans and tropical varieties"
"gfont","1.0.3-1","create gif image from given ascii string"
"gforth","0.6.2-4","fast and portable ans forth"
"gfslogger","0.9-1","displays all filesystem changes"
"gftp","2.0.19-2","multithreaded ftp client for x windows"
"gftp-ssl","2.0.19-2","obsolete use package 'gftp' instead"
"ggobi","2.1.7-1008","visualization for high-dimensional data"
"ggobi-dev","2.1.7-1008","visualization for high-dimensional data"
"ggobi-shlibs","2.1.7-1008","visualization for high-dimensional data"
"ggv","2.6.1-1008","gnome postscript viewer"
"ggz-client-libs","0.0.11-13","ggz gaming zone core client libraries"
"ggz-client-libs-dev","0.0.11-13","ggz gaming zone core client libraries"
"ggz-client-libs-shlibs","0.0.11-13","ggz gaming zone core client libraries"
"ggz-client-libs2","0.0.14.1-2","ggz gaming zone (client)"
"ggz-client-libs2-dev","0.0.14.1-2","ggz gaming zone (client)"
"ggz-gtk-client","0.0.11-1013","ggz gaming zone gtk+ client"
"ggz-gtk-games","0.0.11-1014","ggz gaming zone gtk+ game modules"
"ggz-server","0.0.11-1014","ggz gaming zone server"
"ggz-server-dev","0.0.11-1014","ggz gaming zone server"
"ggz-server-shlibs","0.0.11-1014","ggz gaming zone server"
"ghc","7.0.4-1","glasgow haskell compiler"
"ghc-dev","6.8.3-2","glasgow haskell compiler"
"ghc-prof","7.0.4-1","glasgow haskell compiler (profiling libraries)"
"ghemical","2.99.2-1004","molecular modelling environment for gnome"
"ghex2","2.24.0-3","gnome binary editor"
"ghostess","20100923-1","graphical dssi host"
"ghostscript","9.02-3","interpreter for postscript and pdf"
"ghostscript-esp","8.71-1","ghostscript with better cjk and cups support"
"ghostscript-fonts","8.11-3","standard fonts for ghostscript"
"ghostscript-nox","7.04-3","interpreter for postscript and pdf"
"ghostscript6","6.01-4","interpreter for postscript and pdf v6.01"
"ghostscript6-nox","6.01-5","intrp. for postscript/pdf no x11 support"
"gibbs","9.95-2","sampling algorithm for protein motifs"
"giblib","1.2.4-4","wrapper library for imlib2 and other stuff"
"giblib-shlibs","1.2.4-4","wrapper library for imlib2 and other stuff"
"gif2png","2.5.4-1","gif to png graphics file conversion"
"giflib","4.1.6-2","gif image format handling library"
"giflib-bin","4.1.6-2","gif image format handling library"
"giflib-shlibs","4.1.6-2","gif image format handling library"
"gifsicle","1.66-1","tools for manipulating gif's lzw-enabled"
"gift","0.11.8.1-1","metapackage for the gift filesharing system"
"gift-fasttrack","0.8.9-1","fasttrack plugin for gift"
"gift-gnutella","0.0.10-10","openft plugin for gift"
"gift-openft","0.2.1.5-1011","openft plugin for gift"
"gift-utils","1.0.0-1","misc. tools for gift"
"giftcurs","0.6.2-1012","cursed frontend to the gift daemon"
"giftd","0.11.8.1-13","filesharing daemon from the gift project"
"giftd-dev","0.11.8.1-13","filesharing daemon from the gift project development files"
"giftd-shlibs","0.11.8.1-13","filesharing daemon from the gift project shared libs"
"giftrans","1.12.2-1","convert any gif file into a gif89a"
"giggle","0.5-5","gtk+2 frontend for the git directory tracker"
"gigolo","0.4.1-1","manages remote gio/gvfs connections"
"gildas","201104i-1","radioastronomy data analysis software"
"gimmix","0.5.7.1-3","graphical mpd client using gtk+2"
"gimp","1.2.5-1009","the gnu image manipulation program"
"gimp-default","1.2.5-1009","the gnu image manipulation program"
"gimp-dev","1.2.5-1009","the gnu image manipulation program"
"gimp-freefonts","0.10-3","freeware scalable x11 fonts"
"gimp-sharefonts","0.10-3","shareware scalable x11 fonts"
"gimp-shlibs","1.2.5-1009","the gnu image manipulation program"
"gimp2","2.6.11-3","the gnu image manipulation program 2.0"
"gimp2-default","2.6.11-3","the gnu image manipulation program 2.0"
"gimp2-dev","2.6.11-3","the gnu image manipulation program 2.0"
"gimp2-help","2.6.1-1","gimp documentation"
"gimp2-shlibs","2.6.11-3","the gnu image manipulation program 2.0"
"gimp2-svg","2.6.11-3","the gnu image manipulation program 2.0"
"gimp2-svg-default","2.6.11-3","the gnu image manipulation program 2.0"
"gimp2-svg-dev","2.6.11-3","the gnu image manipulation program 2.0"
"gimp2-svg-shlibs","2.6.11-3","the gnu image manipulation program 2.0"
"ginac","1.5.8-2","c++ library for embedded symbolic computation"
"ginac-shlibs","1.5.8-2","c++ library for embedded symbolic computation"
"ginac2","1.6.2-1","c++ library for embedded symbolic computation"
"ginac2-shlibs","1.6.2-1","c++ library for embedded symbolic computation"
"giplet","0.1.7-10","gnome panel applet: display your ip address"
"git","1.7.10.2-1+10.6","distributed version control system"
"git-archimport","1.7.10.2-1","tool to import an arch repository into git"
"git-cola-mac","1.7.0-1","highly caffinated gui for git"
"git-cola-x11","1.7.0-1","highly caffinated gui for git"
"git-cvsimport","1.7.10.2-1","tool to import a cvs repository into git"
"git-flow","0.4.1-1","high-level git repository operations"
"git-ftp","0.5.1-23.1","git powered ftp client"
"git-goggles-py25","0.2.7-1","git management utilities"
"git-goggles-py26","0.2.7-1","git management utilities"
"git-goggles-py27","0.2.7-1","git management utilities"
"git-mode","1.7.4.4-1","emacs mode for git"
"git-remote-helpers-py25","1.7.10.2-1","git remote helper program for non-git repos"
"git-remote-helpers-py26","1.7.10.2-1","git remote helper program for non-git repos"
"git-remote-helpers-py27","1.7.10.2-1","git remote helper program for non-git repos"
"git-remote-helpers-py31","1.7.10.2-1","git remote helper program for non-git repos"
"git-remote-helpers-py32","1.7.10.2-1","git remote helper program for non-git repos"
"git-remote-hg-py26","0.1.1-1","access hg repos as git remotes"
"git-remote-hg-py27","0.1.1-1","access hg repos as git remotes"
"git-send-email","1.7.10.2-1+10.6","tool to send email from git"
"git-svn","1.7.10.2-1+10.6","tool to let git use subversion repositories"
"git-wrapper-pm5100","0.013-1","wrap git command-line interface"
"git-wrapper-pm586","0.013-1","wrap git command-line interface"
"git-wrapper-pm588","0.013-1","wrap git command-line interface"
"givaro0","3.5.0-1","lib for arithmetic and algebraic computations"
"givaro0-shlibs","3.5.0-1","lib for arithmetic and algebraic computations"
"gkermit","1.00-2","simple portable free file transfer software"
"gkii","0.4.7-2","displays pretty fractal images"
"gkrellkam2","2.0.0-1023","gkrellm2 plugin - webcam viewer"
"gkrellm2","2.3.2-1012","system monitor stack for gtk+2"
"gkrellm2-dev","2.3.2-1012","system monitor stack for gtk+2"
"gkrellmms2","2.1.22-1004","xmms-controlling module for gkrellm2"
"gkrellmoon2","0.6-1014","moon phase module for gkrellm2"
"gkrellmss","2.2-1012","gkrellm2 plugin - esd sound scope"
"gkrellstock2","0.5.1-1017","stock module for gkrellm2"
"gkrellweather2","2.0.6-1016","weather module for gkrellm2"
"gksu","2.0.2-4","gtk+ frontend to su and sudo"
"glabels","2.2.8-1003","label business card and media cover creator"
"glabels-dev","2.2.8-1003","label business card and media cover creator"
"glabels-doc","2.2.8-1003","label business card and media cover creator"
"glabels-shlibs","2.2.8-1003","label business card and media cover creator"
"glade","0.6.4-15","gtk+ user interface builder"
"glade-bonobo","0.6.4-26","gtk+ user interface builder"
"glade2","2.6.8-1003","gtk+2 user interface builder"
"glade3","3.6.7-5","gtk+2 user interface builder"
"glade3-dev","3.6.7-5","gtk+2 user interface builder"
"glade3-shlibs","3.6.7-5","gtk+2 user interface builder"
"glark","1.8.0-1","search files to match complex expressions"
"glass","1.3.1-12","gl articulated structure system"
"glass-shlibs","1.3.1-12","gl articulated structure system"
"glchess","0.4.6-5","3d chess interface"
"gle3","3.1.0-1016","gle tubing and extrusion library"
"gle3-shlibs","3.1.0-1016","gle tubing and extrusion library (runtime code)"
"glew","1.6.0-2","opengl extension wrangler library"
"glew-shlibs","1.6.0-2","opengl extension wrangler library"
"glib","1.2.10-52","common c routines used by gtk+ and other libs"
"glib-pm5100","1.222-1","glib:: perl module (bindings for glib2)"
"glib-pm586","1.222-1","glib:: perl module (bindings for glib2)"
"glib-pm588","1.222-1","glib:: perl module (bindings for glib2)"
"glib-shlibs","1.2.10-52","common c routines used by gtk+ and other libs"
"glib2","2.12.0-103","handy library of utility functions"
"glib2-dev","2.22.4-5","handy library of utility functions"
"glib2-shlibs","2.22.4-5","handy library of utility functions"
"glibmm2.4","2.22.2-2","obsolete: use package 'glibmm2.4-dev' instead"
"glibmm2.4-dev","2.22.2-2","c++ interface for the glib2 library"
"glibmm2.4-shlibs","2.22.2-2","c++ interface for the glib2 library"
"glibwww","0.2-18","set of register/unregister functions"
"glibwww-shlibs","0.2-18","set of register/unregister functions"
"glista","0.4-2","simple to-do list manager based on gtk+2"
"glitz","0.5.6-3","opengl compositing library"
"glitz-shlibs","0.5.6-3","opengl compositing library"
"gliv","1.9.6-2","fast imageviewer based on opengl"
"glob2","0.9.4.4-1","innovative real-time strategy (rts) game"
"global","5.7.5-1","source code tag system for c c++ java etc"
"glpk","4.44-1","gnu linear programming kit"
"glpk-dev","4.44-1","gnu linear programming kit"
